Fisier,Caracteristica,Cod,Axa,NOMINAL,+TOL,-TOL,MEAS,DEV,OUTTOL
SER_235338AAA517281.PDF,PAGINA 4,DIST1O,M,6.850,0.100,0.100,6.859,0.009,0.000
SER_235338AAA517281.PDF,PAGINA 4,DIST11,M,3.050,0.100,0.100,3.089,0.039,0.000
SER_235338AAA517281.PDF,PAGINA 4,DIST17,M,6.850,0.100,0.100,6.864,0.014,0.000
SER_235338AAA517281.PDF,PAGINA 4,DIST18,M,1.610,0.100,0.100,1.632,0.023,0.000
SER_235338AAA517281.PDF,PAGINA 4,DIST19,M,1.100,0.100,0.100,1.102,0.002,0.000
SER_235338AAA517281.PDF,PAGINA 4,DIST47,M,1.600,0.100,0.100,1.632,0.032,0.000
SER_235338AAA517281.PDF,PAGINA 4,DIST2O,M,2.050,0.150,0.150,2.096,0.046,0.000
SER_235338AAA517281.PDF,PAGINA 5,DIST21,M,1.600,0.100,0.100,1.643,0.043,0.000
SER_235338AAA517281.PDF,PAGINA 5,DIST21,M,1.610,0.100,0.100,1.643,0.033,0.000
SER_235338AAA517281.PDF,PAGINA 5,DIST38,M,1.100,0.100,0.100,1.093,-0.007,0.000
SER_235338AAA517281.PDF,PAGINA 5,DIST22,M,2.000,0.100,0.100,2.025,0.025,0.000
SER_235338AAA517281.PDF,PAGINA 5,DIST23,M,2.000,0.100,0.100,1.981,-0.020,0.000
SER_235338AAA517281.PDF,PAGINA 5,DIST24,M,1.610,0.100,0.100,1.637,0.026,0.000
SER_235338AAA517281.PDF,PAGINA 5,DIST25,M,1.100,0.100,0.100,1.117,0.016,0.000
SER_235338AAA517281.PDF,PAGINA 5,DIST41,M,1.100,0.100,0.100,1.111,0.010,0.000
SER_235338AAA517281.PDF,PAGINA 5,DIST44,M,1.600,0.100,0.100,1.631,0.031,0.000
SER_235338AAA517281.PDF,PAGINA 6,DIST44,M,1.610,0.100,0.100,1.631,0.021,0.000
SER_235338AAA517281.PDF,PAGINA 6,DIST26,M,2.050,0.150,0.150,2.060,0.010,0.000
SER_235338AAA517281.PDF,PAGINA 6,DIST12,M,1.100,0.100,0.100,1.094,-0.006,0.000
SER_235338AAA517281.PDF,PAGINA 6,DIST15,M,6.800,0.100,0.100,6.838,0.038,0.000
SER_235338AAA517281.PDF,PAGINA 6,DIST31,M,6.800,0.100,0.100,6.836,-0.036,0.000
SER_235338AAA517281.PDF,PAGINA 6,DIST34,M,1.000,0.100,0.100,1.010,0.010,0.000
SER_235338AAA517281.PDF,PAGINA 6,DIST35,M,1.000,0.100,0.100,1.002,0.002,0.000
SER_235338AAA517282.PDF,PAGINA 1,DIST1,M,4.000,0.100,0.100,4.035,0.035,0.000
SER_235338AAA517282.PDF,PAGINA 1,DIST2,M,1.000,0.100,0.100,1.015,0.015,0.000
SER_235338AAA517282.PDF,PAGINA 1,FCFPROF1,Z,1,0.200,0.108,0.193,0.000,0.000
SER_235338AAA517282.PDF,PAGINA 1,FCFPROF2,Z,1,-0.398,-0.138,0.050,0.000,0.000
SER_235338AAA517282.PDF,PAGINA 1,LOCZ,R,283.850,0.050,0.050,283.849,-0.001,0.000
SER_235338AAA517282.PDF,PAGINA 1,DIST3,M,1.000,0.100,0.100,1.003,0.003,0.000
SER_235338AAA517282.PDF,PAGINA 2,DIST4,M,4.000,0.100,0.100,4.037,0.037,0.000
SER_235338AAA517282.PDF,PAGINA 2,FCFPROF3,Z,1,0.007,0.001,0.012,0.000,0.000
SER_235338AAA517282.PDF,PAGINA 2,FCFPROF4,Z,1,0.062,0.022,0.114,0.000,0.000
SER_235338AAA517282.PDF,PAGINA 2,DISTS,M,7.200,0.100,0.100,7.247,0.047,0.000
SER_235338AAA517282.PDF,PAGINA 3,DIST16,M,7.200,0.100,0.100,7.259,0.059,0.000
SER_235338AAA517282.PDF,PAGINA 3,FCFPROFZ,Z,1,0.000,-0.152,0.624,0.000,0.000
SER_235338AAA517282.PDF,PAGINA 3,FCFPROF8,Z,1,2.766,-0.224,0.080,0.000,0.000
SER_235338AAA517282.PDF,PAGINA 3,DIST8,M,1.000,0.100,0.100,1.020,0.020,0.000
SER_235338AAA517282.PDF,PAGINA 3,LOC19,R,3.000,0.150,0.150,2.943,-0.057,0.000
SER_235338AAA517282.PDF,PAGINA 3,LOC2O,R,3.000,0.150,0.150,2.974,-0.026,0.000
SER_235338AAA517282.PDF,PAGINA 4,LOC21,R,3.000,0.150,0.150,2.947,-0.053,0.000
SER_235338AAA517282.PDF,PAGINA 4,LOC22,R,3.000,0.150,0.150,2.978,-0.022,0.000
SER_235338AAA517282.PDF,PAGINA 4,LOC23,R,3.000,0.150,0.150,2.937,-0.063,0.000
SER_235338AAA517282.PDF,PAGINA 4,LOC24,R,3.000,0.150,0.150,2.987,-0.013,0.000
SER_235338AAA517282.PDF,PAGINA 4,DIST9,M,3.050,0.100,0.100,3.098,0.048,0.000
SER_235338AAA517282.PDF,PAGINA 4,DIST1O,M,6.850,0.100,0.100,6.862,0.012,0.000
SER_235338AAA517282.PDF,PAGINA 4,DIST11,M,3.050,0.100,0.100,3.096,0.046,0.000
SER_235338AAA517282.PDF,PAGINA 4,DIST17,M,6.850,0.100,0.100,6.862,0.012,0.000
SER_235338AAA517282.PDF,PAGINA 4,DIST18,M,1.610,0.100,0.100,1.632,0.022,0.000
SER_235338AAA517282.PDF,PAGINA 4,DIST19,M,1.100,0.100,0.100,1.099,-0.001,0.000
SER_235338AAA517282.PDF,PAGINA 4,DIST47,M,1.600,0.100,0.100,1.632,0.032,0.000
SER_235338AAA517282.PDF,PAGINA 4,DIST2O,M,2.050,0.150,0.150,2.091,0.041,0.000
SER_235338AAA517282.PDF,PAGINA 5,DIST21,M,1.600,0.100,0.100,1.646,0.046,0.000
SER_235338AAA517282.PDF,PAGINA 5,DIST21,M,1.610,0.100,0.100,1.646,0.036,0.000
SER_235338AAA517282.PDF,PAGINA 5,DIST38,M,1.100,0.100,0.100,1.090,-0.010,0.000
SER_235338AAA517282.PDF,PAGINA 5,DIST22,M,2.000,0.100,0.100,2.026,0.026,0.000
SER_235338AAA517282.PDF,PAGINA 5,DIST23,M,2.000,0.100,0.100,1.988,-0.013,0.000
SER_235338AAA517282.PDF,PAGINA 5,DIST24,M,1.610,0.100,0.100,1.638,0.027,0.000
SER_235338AAA517282.PDF,PAGINA 5,DIST25,M,1.100,0.100,0.100,1.114,0.014,0.000
SER_235338AAA517282.PDF,PAGINA 5,DIST41,M,1.100,0.100,0.100,1.107,0.007,0.000
SER_235338AAA517282.PDF,PAGINA 5,DIST44,M,1.600,0.100,0.100,1.631,0.031,0.000
SER_235338AAA517282.PDF,PAGINA 6,DIST44,M,1.610,0.100,0.100,1.631,0.021,0.000
SER_235338AAA517282.PDF,PAGINA 6,DIST26,M,2.050,0.150,0.150,2.069,0.019,0.000
SER_235338AAA517282.PDF,PAGINA 6,DIST12,M,1.100,0.100,0.100,1.091,-0.009,0.000
SER_235338AAA517282.PDF,PAGINA 6,DIST15,M,6.800,0.100,0.100,6.844,0.044,0.000
SER_235338AAA517282.PDF,PAGINA 6,DIST31,M,6.800,0.100,0.100,6.837,-0.037,0.000
SER_235338AAA517282.PDF,PAGINA 6,DIST34,M,1.000,0.100,0.100,1.008,0.008,0.000
SER_235338AAA517282.PDF,PAGINA 6,DIST35,M,1.000,0.100,0.100,1.010,0.010,0.000
SER_235338AAA517283.PDF,PAGINA 1,DIST1,M,4.000,0.100,0.100,4.045,0.045,0.000
SER_235338AAA517283.PDF,PAGINA 1,DIST2,M,1.000,0.100,0.100,1.013,0.013,0.000
SER_235338AAA517283.PDF,PAGINA 1,FCFPROF1,Z,1,2.151,0.803,0.143,0.000,0.000
SER_235338AAA517283.PDF,PAGINA 1,FCFPROF2,Z,1,-0.422,-0.142,0.054,0.000,0.000
SER_235338AAA517283.PDF,PAGINA 1,LOCZ,R,283.850,0.050,0.050,283.842,-0.008,0.000
SER_235338AAA517283.PDF,PAGINA 1,DIST3,M,1.000,0.100,0.100,1.022,0.022,0.000
SER_235338AAA517283.PDF,PAGINA 2,DIST4,M,4.000,0.100,0.100,4.048,0.048,0.000
SER_235338AAA517283.PDF,PAGINA 2,FCFPROF3,Z,1,-0.025,-0.006,0.026,0.000,0.000
SER_235338AAA517283.PDF,PAGINA 2,FCFPROF4,Z,1,0.181,0.042,0.107,0.000,0.000
SER_235338AAA517283.PDF,PAGINA 2,DISTS,M,7.200,0.100,0.100,7.251,0.051,0.000
SER_235338AAA517283.PDF,PAGINA 3,DIST16,M,7.200,0.100,0.100,7.263,0.064,0.000
SER_235338AAA517283.PDF,PAGINA 3,FCFPROFZ,Z,1,0.000,-0.153,0.643,0.000,0.000
SER_235338AAA517283.PDF,PAGINA 3,FCFPROF8,Z,1,0.745,-0.063,0.083,0.000,0.000
SER_235338AAA517283.PDF,PAGINA 3,DIST8,M,1.000,0.100,0.100,1.019,0.019,0.000
SER_235338AAA517283.PDF,PAGINA 3,LOC19,R,3.000,0.150,0.150,2.933,-0.067,0.000
SER_235338AAA517283.PDF,PAGINA 3,LOC2O,R,3.000,0.150,0.150,2.978,-0.022,0.000
SER_235338AAA517283.PDF,PAGINA 4,LOC21,R,3.000,0.150,0.150,2.952,-0.048,0.000
SER_235338AAA517283.PDF,PAGINA 4,LOC22,R,3.000,0.150,0.150,2.961,-0.039,0.000
SER_235338AAA517283.PDF,PAGINA 4,LOC23,R,3.000,0.150,0.150,2.934,-0.066,0.000
SER_235338AAA517283.PDF,PAGINA 4,LOC24,R,3.000,0.150,0.150,2.960,-0.040,0.000
SER_235338AAA517283.PDF,PAGINA 4,DIST9,M,3.050,0.100,0.100,3.102,0.052,0.000
SER_235338AAA517283.PDF,PAGINA 4,DIST1O,M,6.850,0.100,0.100,6.867,0.017,0.000
SER_235338AAA517283.PDF,PAGINA 4,DIST11,M,3.050,0.100,0.100,3.098,0.048,0.000
SER_235338AAA517283.PDF,PAGINA 4,DIST17,M,6.850,0.100,0.100,6.864,0.014,0.000
SER_235338AAA517283.PDF,PAGINA 4,DIST18,M,1.610,0.100,0.100,1.636,0.027,0.000
SER_235338AAA517283.PDF,PAGINA 4,DIST19,M,1.100,0.100,0.100,1.104,0.005,0.000
SER_235338AAA517283.PDF,PAGINA 4,DIST47,M,1.600,0.100,0.100,1.636,0.036,0.000
SER_235338AAA517283.PDF,PAGINA 4,DIST2O,M,2.050,0.150,0.150,2.086,0.036,0.000
SER_235338AAA517283.PDF,PAGINA 5,DIST21,M,1.600,0.100,0.100,1.654,0.054,0.000
SER_235338AAA517283.PDF,PAGINA 5,DIST21,M,1.610,0.100,0.100,1.654,0.044,0.000
SER_235338AAA517283.PDF,PAGINA 5,DIST38,M,1.100,0.100,0.100,1.099,-0.001,0.000
SER_235338AAA517283.PDF,PAGINA 5,DIST22,M,2.000,0.100,0.100,2.014,0.015,0.000
SER_235338AAA517283.PDF,PAGINA 5,DIST23,M,2.000,0.100,0.100,1.964,-0.036,0.000
SER_235338AAA517283.PDF,PAGINA 5,DIST24,M,1.610,0.100,0.100,1.645,0.034,0.000
SER_235338AAA517283.PDF,PAGINA 5,DIST25,M,1.100,0.100,0.100,1.130,0.030,0.000
SER_235338AAA517283.PDF,PAGINA 5,DIST41,M,1.100,0.100,0.100,1.123,0.023,0.000
SER_235338AAA517283.PDF,PAGINA 5,DIST44,M,1.600,0.100,0.100,1.637,0.037,0.000
SER_235338AAA517283.PDF,PAGINA 6,DIST44,M,1.610,0.100,0.100,1.637,0.027,0.000
SER_235338AAA517283.PDF,PAGINA 6,DIST26,M,2.050,0.150,0.150,2.067,0.017,0.000
SER_235338AAA517283.PDF,PAGINA 6,DIST12,M,1.100,0.100,0.100,1.099,-0.001,0.000
SER_235338AAA517283.PDF,PAGINA 6,DIST15,M,6.800,0.100,0.100,6.857,0.057,0.000
SER_235338AAA517283.PDF,PAGINA 6,DIST31,M,6.800,0.100,0.100,6.849,-0.049,0.000
SER_235338AAA517283.PDF,PAGINA 6,DIST34,M,1.000,0.100,0.100,1.004,0.004,0.000
SER_235338AAA517283.PDF,PAGINA 6,DIST35,M,1.000,0.100,0.100,1.003,0.003,0.000
SER_235338AAA517284.PDF,PAGINA 1,DIST1,M,4.000,0.100,0.100,4.040,0.040,0.000
SER_235338AAA517284.PDF,PAGINA 1,DIST2,M,1.000,0.100,0.100,1.006,0.006,0.000
SER_235338AAA517284.PDF,PAGINA 1,FCFPROF1,Z,1,0.048,0.056,0.204,0.000,0.000
SER_235338AAA517284.PDF,PAGINA 1,FCFPROF2,Z,1,-0.010,-0.027,0.105,0.000,0.000
SER_235338AAA517284.PDF,PAGINA 1,LOCZ,R,283.850,0.050,0.050,283.829,-0.021,0.000
SER_235338AAA517284.PDF,PAGINA 1,DIST3,M,1.000,0.100,0.100,1.001,0.001,0.000
SER_235338AAA517284.PDF,PAGINA 2,DIST4,M,4.000,0.100,0.100,4.045,0.045,0.000
SER_235338AAA517284.PDF,PAGINA 2,FCFPROF3,Z,1,0.216,0.035,0.040,0.000,0.000
SER_235338AAA517284.PDF,PAGINA 2,FCFPROF4,Z,1,0.144,0.034,0.092,0.000,0.000
SER_235338AAA517284.PDF,PAGINA 2,DISTS,M,7.200,0.100,0.100,7.253,0.053,0.000
SER_235338AAA517284.PDF,PAGINA 3,DIST16,M,7.200,0.100,0.100,7.266,0.066,0.000
SER_235338AAA517284.PDF,PAGINA 3,FCFPROFZ,Z,1,0.000,-0.148,0.685,0.000,0.000
SER_235338AAA517284.PDF,PAGINA 3,FCFPROF8,Z,1,-0.017,0.011,0.071,0.000,0.000
SER_235338AAA517284.PDF,PAGINA 3,DIST8,M,1.000,0.100,0.100,1.027,0.027,0.000
SER_235338AAA517284.PDF,PAGINA 3,LOC19,R,3.000,0.150,0.150,2.943,-0.057,0.000
SER_235338AAA517284.PDF,PAGINA 3,LOC2O,R,3.000,0.150,0.150,2.968,-0.032,0.000
SER_235338AAA517284.PDF,PAGINA 4,LOC21,R,3.000,0.150,0.150,2.946,-0.054,0.000
SER_235338AAA517284.PDF,PAGINA 4,LOC22,R,3.000,0.150,0.150,2.962,-0.038,0.000
SER_235338AAA517284.PDF,PAGINA 4,LOC23,R,3.000,0.150,0.150,2.947,-0.053,0.000
SER_235338AAA517284.PDF,PAGINA 4,LOC24,R,3.000,0.150,0.150,2.976,-0.024,0.000
SER_235338AAA517284.PDF,PAGINA 4,DIST9,M,3.050,0.100,0.100,3.094,0.044,0.000
SER_235338AAA517284.PDF,PAGINA 4,DIST1O,M,6.850,0.100,0.100,6.862,0.012,0.000
SER_235338AAA517284.PDF,PAGINA 4,DIST11,M,3.050,0.100,0.100,3.105,0.055,0.000
SER_235338AAA517284.PDF,PAGINA 4,DIST17,M,6.850,0.100,0.100,6.884,0.034,0.000
SER_235338AAA517284.PDF,PAGINA 4,DIST18,M,1.610,0.100,0.100,1.633,0.024,0.000
SER_235338AAA517284.PDF,PAGINA 4,DIST19,M,1.100,0.100,0.100,1.092,-0.007,0.000
SER_235338AAA517284.PDF,PAGINA 4,DIST47,M,1.600,0.100,0.100,1.633,0.033,0.000
SER_235338AAA517284.PDF,PAGINA 4,DIST2O,M,2.050,0.150,0.150,2.087,0.037,0.000
SER_235338AAA517284.PDF,PAGINA 5,DIST21,M,1.600,0.100,0.100,1.670,0.070,0.000
SER_235338AAA517284.PDF,PAGINA 5,DIST21,M,1.610,0.100,0.100,1.670,0.060,0.000
SER_235338AAA517284.PDF,PAGINA 5,DIST38,M,1.100,0.100,0.100,1.088,-0.012,0.000
SER_235338AAA517284.PDF,PAGINA 5,DIST22,M,2.000,0.100,0.100,2.018,0.018,0.000
SER_235338AAA517284.PDF,PAGINA 5,DIST23,M,2.000,0.100,0.100,2.016,0.015,0.000
SER_235338AAA517284.PDF,PAGINA 5,DIST24,M,1.610,0.100,0.100,1.640,0.029,0.000
SER_235338AAA517284.PDF,PAGINA 5,DIST25,M,1.100,0.100,0.100,1.110,0.009,0.000
SER_235338AAA517284.PDF,PAGINA 5,DIST41,M,1.100,0.100,0.100,1.103,0.003,0.000
SER_235338AAA517284.PDF,PAGINA 5,DIST44,M,1.600,0.100,0.100,1.633,0.033,0.000
SER_235338AAA517284.PDF,PAGINA 6,DIST44,M,1.610,0.100,0.100,1.633,0.023,0.000
SER_235338AAA517284.PDF,PAGINA 6,DIST26,M,2.050,0.150,0.150,2.085,0.035,0.000
SER_235338AAA517284.PDF,PAGINA 6,DIST12,M,1.100,0.100,0.100,1.112,0.012,0.000
SER_235338AAA517284.PDF,PAGINA 6,DIST15,M,6.800,0.100,0.100,6.842,0.042,0.000
SER_235338AAA517284.PDF,PAGINA 6,DIST31,M,6.800,0.100,0.100,6.879,-0.079,0.000
SER_235338AAA517284.PDF,PAGINA 6,DIST34,M,1.000,0.100,0.100,1.018,0.018,0.000
SER_235338AAA517284.PDF,PAGINA 6,DIST35,M,1.000,0.100,0.100,1.013,0.013,0.000
SER_235338AAA517285.PDF,PAGINA 1,DIST1,M,4.000,0.100,0.100,4.039,0.039,0.000
SER_235338AAA517285.PDF,PAGINA 1,DIST2,M,1.000,0.100,0.100,0.997,-0.003,0.000
SER_235338AAA517285.PDF,PAGINA 1,FCFPROF1,Z,1,0.176,0.128,0.313,0.000,0.000
SER_235338AAA517285.PDF,PAGINA 1,FCFPROF2,Z,1,0.147,0.044,0.005,0.000,0.000
SER_235338AAA517285.PDF,PAGINA 1,LOCZ,R,283.850,0.050,0.050,283.851,0.001,0.000
SER_235338AAA517285.PDF,PAGINA 1,DIST3,M,1.000,0.100,0.100,0.996,-0.004,0.000
SER_235338AAA517285.PDF,PAGINA 2,DIST4,M,4.000,0.100,0.100,4.043,0.043,0.000
SER_235338AAA517285.PDF,PAGINA 2,FCFPROF3,Z,1,-0.261,-0.045,0.044,0.000,0.000
SER_235338AAA517285.PDF,PAGINA 2,FCFPROF4,Z,1,0.215,0.055,0.152,0.000,0.000
SER_235338AAA517285.PDF,PAGINA 2,DISTS,M,7.200,0.100,0.100,7.256,0.056,0.000
SER_235338AAA517285.PDF,PAGINA 3,DIST16,M,7.200,0.100,0.100,7.269,0.069,0.000
SER_235338AAA517285.PDF,PAGINA 3,FCFPROFZ,Z,1,1.748,-0.385,0.844,0.000,0.000
SER_235338AAA517285.PDF,PAGINA 3,FCFPROF8,Z,1,0.000,-0.035,0.092,0.000,0.000
SER_235338AAA517285.PDF,PAGINA 3,DIST8,M,1.000,0.100,0.100,1.020,0.020,0.000
SER_235338AAA517285.PDF,PAGINA 3,LOC16,X,-1.000,0.100,0.100,-1.106,-0.106,0.006
SER_235338AAA517285.PDF,PAGINA 3,LOC19,R,3.000,0.150,0.150,2.931,-0.069,0.000
SER_235338AAA517285.PDF,PAGINA 3,LOC2O,R,3.000,0.150,0.150,2.957,-0.043,0.000
SER_235338AAA517285.PDF,PAGINA 4,LOC21,R,3.000,0.150,0.150,2.936,-0.064,0.000
SER_235338AAA517285.PDF,PAGINA 4,LOC22,R,3.000,0.150,0.150,2.970,-0.030,0.000
SER_235338AAA517285.PDF,PAGINA 4,LOC23,R,3.000,0.150,0.150,2.939,-0.061,0.000
SER_235338AAA517285.PDF,PAGINA 4,LOC24,R,3.000,0.150,0.150,2.973,-0.027,0.000
SER_235338AAA517285.PDF,PAGINA 4,DIST9,M,3.050,0.100,0.100,3.092,0.042,0.000
SER_235338AAA517285.PDF,PAGINA 4,DIST1O,M,6.850,0.100,0.100,6.858,0.008,0.000
SER_235338AAA517285.PDF,PAGINA 4,DIST11,M,3.050,0.100,0.100,3.092,0.042,0.000
SER_235338AAA517285.PDF,PAGINA 4,DIST17,M,6.850,0.100,0.100,6.862,0.012,0.000
SER_235338AAA517285.PDF,PAGINA 4,DIST18,M,1.610,0.100,0.100,1.634,0.024,0.000
SER_235338AAA517285.PDF,PAGINA 4,DIST19,M,1.100,0.100,0.100,1.093,-0.006,0.000
SER_235338AAA517285.PDF,PAGINA 4,DIST47,M,1.600,0.100,0.100,1.634,0.034,0.000
SER_235338AAA517285.PDF,PAGINA 4,DIST2O,M,2.050,0.150,0.150,2.112,0.061,0.000
SER_235338AAA517285.PDF,PAGINA 5,DIST21,M,1.600,0.100,0.100,1.660,0.060,0.000
SER_235338AAA517285.PDF,PAGINA 5,DIST21,M,1.610,0.100,0.100,1.660,0.050,0.000
SER_235338AAA517285.PDF,PAGINA 5,DIST38,M,1.100,0.100,0.100,1.079,-0.021,0.000
SER_235338AAA517285.PDF,PAGINA 5,DIST22,M,2.000,0.100,0.100,2.048,0.048,0.000
SER_235338AAA517285.PDF,PAGINA 5,DIST23,M,2.000,0.100,0.100,1.978,-0.023,0.000
SER_235338AAA517285.PDF,PAGINA 5,DIST24,M,1.610,0.100,0.100,1.635,0.024,0.000
SER_235338AAA517285.PDF,PAGINA 5,DIST25,M,1.100,0.100,0.100,1.105,0.005,0.000
SER_235338AAA517285.PDF,PAGINA 5,DIST41,M,1.100,0.100,0.100,1.098,-0.002,0.000
SER_235338AAA517285.PDF,PAGINA 5,DIST44,M,1.600,0.100,0.100,1.628,0.028,0.000
SER_235338AAA517285.PDF,PAGINA 6,DIST44,M,1.610,0.100,0.100,1.628,0.018,0.000
SER_235338AAA517285.PDF,PAGINA 6,DIST26,M,2.050,0.150,0.150,2.037,-0.013,0.000
SER_235338AAA517285.PDF,PAGINA 6,DIST12,M,1.100,0.100,0.100,1.095,-0.005,0.000
SER_235338AAA517285.PDF,PAGINA 6,DIST15,M,6.800,0.100,0.100,6.833,0.033,0.000
SER_235338AAA517285.PDF,PAGINA 6,DIST31,M,6.800,0.100,0.100,6.855,-0.055,0.000
SER_235338AAA517285.PDF,PAGINA 6,DIST34,M,1.000,0.100,0.100,1.010,0.010,0.000
SER_235338AAA517285.PDF,PAGINA 6,DIST35,M,1.000,0.100,0.100,1.004,0.004,0.000
SER_235338AAA517286.PDF,PAGINA 1,DIST1,M,4.000,0.100,0.100,4.043,0.043,0.000
SER_235338AAA517286.PDF,PAGINA 1,DIST2,M,1.000,0.100,0.100,1.007,0.007,0.000
SER_235338AAA517286.PDF,PAGINA 1,FCFPROF1,Z,1,0.086,0.076,0.244,0.000,0.000
SER_235338AAA517286.PDF,PAGINA 1,FCFPROF2,Z,1,0.020,-0.013,0.087,0.000,0.000
SER_235338AAA517286.PDF,PAGINA 1,LOCZ,R,283.850,0.050,0.050,283.850,0.000,0.000
SER_235338AAA517286.PDF,PAGINA 1,DIST3,M,1.000,0.100,0.100,0.996,-0.004,0.000
SER_235338AAA517286.PDF,PAGINA 2,DIST4,M,4.000,0.100,0.100,4.048,0.048,0.000
SER_235338AAA517286.PDF,PAGINA 2,FCFPROF3,Z,1,0.024,0.002,0.017,0.000,0.000
SER_235338AAA517286.PDF,PAGINA 2,FCFPROF4,Z,1,0.033,0.017,0.120,0.000,0.000
SER_235338AAA517286.PDF,PAGINA 2,DISTS,M,7.200,0.100,0.100,7.259,0.059,0.000
SER_235338AAA517286.PDF,PAGINA 3,DIST16,M,7.200,0.100,0.100,7.273,0.073,0.000
SER_235338AAA517286.PDF,PAGINA 3,FCFPROFZ,Z,1,0.000,-0.165,0.702,0.000,0.000
SER_235338AAA517286.PDF,PAGINA 3,FCFPROF8,Z,1,0.877,-0.073,0.145,0.000,0.000
SER_235338AAA517286.PDF,PAGINA 3,DIST8,M,1.000,0.100,0.100,1.021,0.021,0.000
SER_235338AAA517286.PDF,PAGINA 3,LOC19,R,3.000,0.150,0.150,2.945,-0.055,0.000
SER_235338AAA517286.PDF,PAGINA 3,LOC2O,R,3.000,0.150,0.150,2.972,-0.028,0.000
SER_235338AAA517286.PDF,PAGINA 4,LOC21,R,3.000,0.150,0.150,2.947,-0.053,0.000
SER_235338AAA517286.PDF,PAGINA 4,LOC22,R,3.000,0.150,0.150,2.966,-0.034,0.000
SER_235338AAA517286.PDF,PAGINA 4,LOC23,R,3.000,0.150,0.150,2.930,-0.070,0.000
SER_235338AAA517286.PDF,PAGINA 4,LOC24,R,3.000,0.150,0.150,2.966,-0.034,0.000
SER_235338AAA517286.PDF,PAGINA 4,DIST9,M,3.050,0.100,0.100,3.089,0.039,0.000
SER_235338AAA517286.PDF,PAGINA 4,DIST1O,M,6.850,0.100,0.100,6.849,-0.001,0.000
SER_235338AAA517286.PDF,PAGINA 4,DIST11,M,3.050,0.100,0.100,3.091,0.041,0.000
SER_235338AAA517286.PDF,PAGINA 4,DIST17,M,6.850,0.100,0.100,6.851,0.001,0.000
SER_235338AAA517286.PDF,PAGINA 4,DIST18,M,1.610,0.100,0.100,1.632,0.022,0.000
SER_235338AAA517286.PDF,PAGINA 4,DIST19,M,1.100,0.100,0.100,1.084,-0.016,0.000
SER_235338AAA517286.PDF,PAGINA 4,DIST47,M,1.600,0.100,0.100,1.632,0.032,0.000
SER_235338AAA517286.PDF,PAGINA 4,DIST2O,M,2.050,0.150,0.150,2.101,0.051,0.000
SER_235338AAA517286.PDF,PAGINA 5,DIST21,M,1.600,0.100,0.100,1.650,0.050,0.000
SER_235338AAA517286.PDF,PAGINA 5,DIST21,M,1.610,0.100,0.100,1.650,0.040,0.000
SER_235338AAA517286.PDF,PAGINA 5,DIST38,M,1.100,0.100,0.100,1.081,-0.019,0.000
SER_235338AAA517286.PDF,PAGINA 5,DIST22,M,2.000,0.100,0.100,2.033,0.033,0.000
SER_235338AAA517286.PDF,PAGINA 5,DIST23,M,2.000,0.100,0.100,1.997,-0.003,0.000
SER_235338AAA517286.PDF,PAGINA 5,DIST24,M,1.610,0.100,0.100,1.635,0.025,0.000
SER_235338AAA517286.PDF,PAGINA 5,DIST25,M,1.100,0.100,0.100,1.100,-0.001,0.000
SER_235338AAA517286.PDF,PAGINA 5,DIST41,M,1.100,0.100,0.100,1.094,-0.007,0.000
SER_235338AAA517286.PDF,PAGINA 5,DIST44,M,1.600,0.100,0.100,1.629,0.029,0.000
SER_235338AAA517286.PDF,PAGINA 6,DIST44,M,1.610,0.100,0.100,1.629,0.019,0.000
SER_235338AAA517286.PDF,PAGINA 6,DIST26,M,2.050,0.150,0.150,2.068,0.018,0.000
SER_235338AAA517286.PDF,PAGINA 6,DIST12,M,1.100,0.100,0.100,1.082,-0.018,0.000
SER_235338AAA517286.PDF,PAGINA 6,DIST15,M,6.800,0.100,0.100,6.843,0.043,0.000
SER_235338AAA517286.PDF,PAGINA 6,DIST31,M,6.800,0.100,0.100,6.836,-0.036,0.000
SER_235338AAA517286.PDF,PAGINA 6,DIST34,M,1.000,0.100,0.100,1.013,0.013,0.000
SER_235338AAA517286.PDF,PAGINA 6,DIST35,M,1.000,0.100,0.100,1.006,0.006,0.000
SER_235338AAA517287.PDF,PAGINA 1,DIST1,M,4.000,0.100,0.100,4.044,0.044,0.000
SER_235338AAA517287.PDF,PAGINA 1,DIST2,M,1.000,0.100,0.100,1.006,0.006,0.000
SER_235338AAA517287.PDF,PAGINA 1,FCFPROF1,Z,1,0.066,0.086,0.272,0.000,0.000
SER_235338AAA517287.PDF,PAGINA 1,FCFPROF2,Z,1,0.024,-0.008,0.081,0.000,0.000
SER_235338AAA517287.PDF,PAGINA 1,LOCZ,R,283.850,0.050,0.050,283.842,-0.008,0.000
SER_235338AAA517287.PDF,PAGINA 1,DIST3,M,1.000,0.100,0.100,1.014,0.014,0.000
SER_235338AAA517287.PDF,PAGINA 2,DIST4,M,4.000,0.100,0.100,4.047,0.047,0.000
SER_235338AAA517287.PDF,PAGINA 2,FCFPROF3,Z,1,0.030,0.003,0.010,0.000,0.000
SER_235338AAA517287.PDF,PAGINA 2,FCFPROF4,Z,1,-0.022,0.007,0.127,0.000,0.000
SER_235338AAA517287.PDF,PAGINA 2,DISTS,M,7.200,0.100,0.100,7.264,0.064,0.000
