PartName;Fisier;Caracteristica;Cod;Axa;NOMINAL;+TOL;-TOL;MEAS;DEV;OUTTOL
N/A;SER_235338AAA597657.PDF;Pagina 2;N/A;M;6.720;0.100;0.100;6.745;0.025;0.000
N/A;SER_235338AAA597657.PDF;Pagina 2;N/A;M;6.720;0.100;0.100;6.739;0.019;0.000
N/A;SER_235338AAA597657.PDF;Pagina 2;N/A;D;8.440;0.020;0.020;8.445;0.005;0.000
N/A;SER_235338AAA597657.PDF;Pagina 2;N/A;M;0.000;0.050;0.000;0.004;0.004;0.000
N/A;SER_235338AAA597657.PDF;POSITION MM;N/A;A;0.000;0.050;0.036;0.036;-90.000;0.000
N/A;SER_235338AAA597657.PDF;Pagina 3;N/A;D;11.500;0.100;0.100;11.522;0.022;0.000
N/A;SER_235338AAA597657.PDF;Pagina 3;N/A;M;9.050;0.050;0.050;9.033;-0.017;0.000
N/A;SER_235338AAA597657.PDF;Pagina 3;N/A;M;9.050;0.050;0.050;9.054;0.004;0.000
N/A;SER_235338AAA597657.PDF;Pagina 3;N/A;M;0.000;0.200;0.200;0.021;0.021;0.000
N/A;SER_235338AAA597657.PDF;Pagina 3;N/A;M;0.000;0.200;0.200;0.009;0.009;0.000
N/A;SER_235338AAA597657.PDF;Pagina 3;N/A;M;0.000;0.200;0.200;0.014;0.014;0.000
N/A;SER_235338AAA597657.PDF;Pagina 4;N/A;M;0.000;0.200;0.200;0.016;0.016;0.000
N/A;SER_235338AAA597657.PDF;Pagina 4;N/A;M;0.000;0.100;0.100;0.040;0.040;0.000
N/A;SER_235338AAA597657.PDF;Pagina 4;N/A;M;0.000;0.100;0.100;0.044;0.044;0.000
N/A;SER_235338AAA597657.PDF;Pagina 4;N/A;M;0.000;0.100;0.100;0.048;0.048;0.000
N/A;SER_235338AAA597657.PDF;Pagina 4;N/A;M;0.000;0.100;0.100;0.048;0.048;0.000
N/A;SER_235338AAA597657.PDF;Pagina 4;N/A;D;14.000;0.100;0.100;14.005;0.005;0.000
N/A;SER_235338AAA597657.PDF;Pagina 4;N/A;D;7.000;0.100;0.100;7.034;0.034;0.000
N/A;SER_235338AAA597657.PDF;Pagina 4;N/A;D;7.000;0.100;0.100;7.029;0.029;0.000
N/A;SER_235338AAA597657.PDF;Pagina 4;N/A;D;7.000;0.100;0.100;7.028;0.028;0.000
N/A;SER_235338AAA597657.PDF;Pagina 5;N/A;Z;-9.050;0.050;0.050;-9.052;-0.002;0.000
N/A;SER_235338AAA597657.PDF;Pagina 5;N/A;D;5.960;0.100;0.100;6.021;0.061;0.000
N/A;SER_235338AAA597657.PDF;Pagina 5;N/A;D;5.960;0.100;0.100;6.025;0.065;0.000
N/A;SER_235338AAA597657.PDF;Pagina 5;N/A;R;0.500;0.100;0.100;0.511;0.011;0.000
N/A;SER_235338AAA597657.PDF;Pagina 5;N/A;M;81.400;0.050;0.050;81.376;-0.024;0.000
N/A;SER_235338AAA597657.PDF;Pagina 6;N/A;M;115.550;0.300;0.300;115.596;0.046;0.000
N/A;SER_235338AAA597657.PDF;Pagina 6;N/A;R;0.500;0.100;0.100;0.512;0.012;0.000
N/A;SER_235338AAA597657.PDF;Pagina 6;N/A;M;4.800;0.300;0.300;4.888;0.088;0.000
N/A;SER_235338AAA597657.PDF;Pagina 6;N/A;M;0.000;0.200;0.200;0.024;0.024;0.000
N/A;SER_235338AAA597657.PDF;Pagina 6;N/A;M;0.000;0.200;0.200;0.019;0.019;0.000
N/A;SER_235338AAA597657.PDF;Pagina 6;N/A;M;0.000;0.200;0.200;0.039;0.039;0.000
N/A;SER_235338AAA597657.PDF;Pagina 6;N/A;M;0.000;0.200;0.200;0.040;0.040;0.000
N/A;SER_235338AAA597657.PDF;Pagina 6;N/A;M;1.100;0.100;0.100;1.153;0.053;0.000
N/A;SER_235338AAA597657.PDF;Pagina 6;N/A;M;1.100;0.100;0.100;1.142;0.042;0.000
N/A;SER_235338AAA597657.PDF;Pagina 7;N/A;R;0.500;0.100;0.100;0.505;0.005;0.000
N/A;SER_235338AAA597657.PDF;Pagina 7;N/A;R;0.500;0.100;0.100;0.509;0.009;0.000
N/A;SER_235338AAA597657.PDF;Pagina 7;N/A;M;0.000;0.200;0.200;0.036;0.036;0.000
N/A;SER_235338AAA597657.PDF;Pagina 7;N/A;M;0.000;0.200;0.200;0.032;0.032;0.000
N/A;SER_235338AAA597657.PDF;Pagina 7;N/A;M;0.000;0.100;0.100;0.007;0.007;0.000
N/A;SER_235338AAA597657.PDF;Pagina 7;N/A;M;0.000;0.100;0.100;0.006;0.006;0.000
N/A;SER_235338AAA597657.PDF;Pagina 7;N/A;R;1.500;0.050;0.050;1.506;0.006;0.000
N/A;SER_235338AAA597657.PDF;Pagina 7;N/A;R;1.500;0.050;0.050;1.503;0.003;0.000
N/A;SER_235338AAA597657.PDF;Pagina 7;N/A;M;0.000;0.100;0.100;0.034;0.034;0.000
N/A;SER_235338AAA597657.PDF;Pagina 7;N/A;M;0.000;0.100;0.100;0.029;0.029;0.000
N/A;SER_235338AAA597657.PDF;Pagina 8;N/A;M;17.600;0.100;0.100;17.631;0.031;0.000
N/A;SER_235338AAA597657.PDF;Pagina 8;N/A;M;17.600;0.100;0.100;17.626;0.026;0.000
N/A;SER_235338AAA597657.PDF;Pagina 8;N/A;M;0.000;0.100;0.100;0.007;0.007;0.000
N/A;SER_235338AAA597657.PDF;Pagina 8;N/A;M;0.000;0.100;0.100;0.006;0.006;0.000
N/A;SER_235338AAA597657.PDF;Pagina 8;N/A;M;0.000;0.100;0.100;0.015;0.015;0.000
N/A;SER_235338AAA597657.PDF;Pagina 8;N/A;M;0.000;0.100;0.100;0.012;0.012;0.000
N/A;SER_235338AAA597657.PDF;Pagina 9;N/A;M;11.050;0.050;0.050;11.031;-0.019;0.000
N/A;SER_235338AAA597657.PDF;Pagina 9;N/A;M;11.050;0.050;0.050;11.035;-0.015;0.000
N/A;SER_235338AAA597657.PDF;Pagina 9;N/A;M;8.000;0.100;0.100;8.036;0.036;0.000
N/A;SER_235338AAA597657.PDF;Pagina 9;N/A;M;8.000;0.100;0.100;8.006;0.006;0.000
N/A;SER_235338AAA597657.PDF;Pagina 9;N/A;M;0.000;0.200;0.000;0.017;0.017;0.000
N/A;SER_235338AAA597657.PDF;Pagina 9;N/A;M;0.000;0.200;0.000;0.003;0.003;0.000
N/A;SER_235338AAA597657.PDF;Pagina 9;N/A;M;0.000;0.200;0.000;0.012;0.012;0.000
N/A;SER_235338AAA597657.PDF;Pagina 9;N/A;M;0.000;0.200;0.000;0.003;0.003;0.000
N/A;SER_235338AAA597657.PDF;Pagina 9;N/A;M;0.000;0.200;0.000;0.027;0.027;0.000
