PartName;Fisier;Caracteristica;Cod;Axa;NOMINAL;+TOL;-TOL;MEAS;DEV;OUTTOL
N/A;SER_235338AAA597648.PDF;Pagina 1;N/A;D;19.000;0.150;0.150;18.996;-0.004;0.000
N/A;SER_235338AAA597648.PDF;Pagina 1;N/A;R;3.000;0.300;0.300;2.969;-0.031;0.000
N/A;SER_235338AAA597648.PDF;Pagina 1;N/A;R;3.000;0.300;0.300;2.970;-0.030;0.000
N/A;SER_235338AAA597648.PDF;Pagina 1;N/A;R;2.000;0.300;0.300;1.968;-0.032;0.000
N/A;SER_235338AAA597648.PDF;Pagina 1;N/A;R;2.000;0.300;0.300;1.902;-0.098;0.000
N/A;SER_235338AAA597648.PDF;Pagina 1;N/A;M;17.000;0.001;0.001;17.000;0.000;0.000
N/A;SER_235338AAA597648.PDF;Pagina 2;N/A;R;91.500;0.300;0.300;91.471;-0.029;0.000
N/A;SER_235338AAA597648.PDF;Pagina 2;N/A;R;5.000;0.100;0.100;5.018;0.018;0.000
N/A;SER_235338AAA597648.PDF;Pagina 2;N/A;R;5.000;0.100;0.100;5.008;0.008;0.000
N/A;SER_235338AAA597648.PDF;Pagina 2;N/A;M;6.720;0.100;0.100;6.750;0.030;0.000
N/A;SER_235338AAA597648.PDF;Pagina 2;N/A;M;6.720;0.100;0.100;6.751;0.031;0.000
N/A;SER_235338AAA597648.PDF;Pagina 2;N/A;D;8.440;0.020;0.020;8.443;0.003;0.000
N/A;SER_235338AAA597648.PDF;Pagina 2;N/A;M;0.000;0.050;0.000;0.008;0.008;0.000
N/A;SER_235338AAA597648.PDF;POSITION MM;N/A;A;0.000;0.050;0.040;0.040;-90.000;0.000
N/A;SER_235338AAA597648.PDF;Pagina 3;N/A;D;11.500;0.100;0.100;11.551;0.051;0.000
N/A;SER_235338AAA597648.PDF;Pagina 3;N/A;M;9.050;0.050;0.050;9.069;0.019;0.000
N/A;SER_235338AAA597648.PDF;Pagina 3;N/A;M;9.050;0.050;0.050;9.063;0.013;0.000
N/A;SER_235338AAA597648.PDF;Pagina 3;N/A;M;0.000;0.200;0.200;0.028;0.028;0.000
N/A;SER_235338AAA597648.PDF;Pagina 3;N/A;M;0.000;0.200;0.200;0.018;0.018;0.000
N/A;SER_235338AAA597648.PDF;Pagina 3;N/A;M;0.000;0.200;0.200;0.030;0.030;0.000
N/A;SER_235338AAA597648.PDF;Pagina 4;N/A;M;0.000;0.200;0.200;0.024;0.024;0.000
N/A;SER_235338AAA597648.PDF;Pagina 4;N/A;M;0.000;0.100;0.100;0.032;0.032;0.000
N/A;SER_235338AAA597648.PDF;Pagina 4;N/A;M;0.000;0.100;0.100;0.037;0.037;0.000
N/A;SER_235338AAA597648.PDF;Pagina 4;N/A;M;0.000;0.100;0.100;0.037;0.037;0.000
N/A;SER_235338AAA597648.PDF;Pagina 4;N/A;M;0.000;0.100;0.100;0.037;0.037;0.000
N/A;SER_235338AAA597648.PDF;Pagina 4;N/A;D;14.000;0.100;0.100;14.009;0.009;0.000
N/A;SER_235338AAA597648.PDF;Pagina 4;N/A;D;7.000;0.100;0.100;7.036;0.036;0.000
N/A;SER_235338AAA597648.PDF;Pagina 4;N/A;D;7.000;0.100;0.100;7.030;0.030;0.000
N/A;SER_235338AAA597648.PDF;Pagina 4;N/A;D;7.000;0.100;0.100;7.032;0.032;0.000
N/A;SER_235338AAA597648.PDF;Pagina 5;N/A;Z;-9.050;0.050;0.050;-9.054;-0.004;0.000
N/A;SER_235338AAA597648.PDF;Pagina 5;N/A;D;5.960;0.100;0.100;6.027;0.067;0.000
N/A;SER_235338AAA597648.PDF;Pagina 5;N/A;D;5.960;0.100;0.100;6.022;0.062;0.000
N/A;SER_235338AAA597648.PDF;Pagina 5;N/A;R;0.500;0.100;0.100;0.512;0.012;0.000
N/A;SER_235338AAA597648.PDF;Pagina 5;N/A;M;81.400;0.050;0.050;81.363;-0.037;0.000
N/A;SER_235338AAA597648.PDF;Pagina 6;N/A;M;115.550;0.300;0.300;115.584;0.034;0.000
N/A;SER_235338AAA597648.PDF;Pagina 6;N/A;R;0.500;0.100;0.100;0.510;0.010;0.000
N/A;SER_235338AAA597648.PDF;Pagina 6;N/A;M;4.800;0.300;0.300;4.886;0.086;0.000
N/A;SER_235338AAA597648.PDF;Pagina 6;N/A;M;0.000;0.200;0.200;0.034;0.034;0.000
N/A;SER_235338AAA597648.PDF;Pagina 6;N/A;M;0.000;0.200;0.200;0.028;0.028;0.000
N/A;SER_235338AAA597648.PDF;Pagina 6;N/A;M;0.000;0.200;0.200;0.032;0.032;0.000
N/A;SER_235338AAA597648.PDF;Pagina 6;N/A;M;0.000;0.200;0.200;0.031;0.031;0.000
N/A;SER_235338AAA597648.PDF;Pagina 6;N/A;M;1.100;0.100;0.100;1.172;0.072;0.000
N/A;SER_235338AAA597648.PDF;Pagina 6;N/A;M;1.100;0.100;0.100;1.150;0.050;0.000
N/A;SER_235338AAA597648.PDF;Pagina 7;N/A;R;0.500;0.100;0.100;0.579;0.079;0.000
N/A;SER_235338AAA597648.PDF;Pagina 7;N/A;R;0.500;0.100;0.100;0.552;0.052;0.000
N/A;SER_235338AAA597648.PDF;Pagina 7;N/A;M;0.000;0.200;0.200;0.042;0.042;0.000
N/A;SER_235338AAA597648.PDF;Pagina 7;N/A;M;0.000;0.200;0.200;0.041;0.041;0.000
N/A;SER_235338AAA597648.PDF;Pagina 7;N/A;M;0.000;0.100;0.100;0.007;0.007;0.000
N/A;SER_235338AAA597648.PDF;Pagina 7;N/A;M;0.000;0.100;0.100;0.002;0.002;0.000
N/A;SER_235338AAA597648.PDF;Pagina 7;N/A;R;1.500;0.050;0.050;1.505;0.005;0.000
N/A;SER_235338AAA597648.PDF;Pagina 7;N/A;R;1.500;0.050;0.050;1.502;0.002;0.000
N/A;SER_235338AAA597648.PDF;Pagina 7;N/A;M;0.000;0.100;0.100;0.034;0.034;0.000
N/A;SER_235338AAA597648.PDF;Pagina 7;N/A;M;0.000;0.100;0.100;0.035;0.035;0.000
N/A;SER_235338AAA597648.PDF;Pagina 8;N/A;M;17.600;0.100;0.100;17.629;0.029;0.000
N/A;SER_235338AAA597648.PDF;Pagina 8;N/A;M;17.600;0.100;0.100;17.623;0.023;0.000
N/A;SER_235338AAA597648.PDF;Pagina 8;N/A;M;0.000;0.100;0.100;0.002;0.002;0.000
N/A;SER_235338AAA597648.PDF;Pagina 8;N/A;M;0.000;0.100;0.100;0.003;0.003;0.000
N/A;SER_235338AAA597648.PDF;Pagina 8;N/A;M;0.000;0.100;0.100;0.008;0.008;0.000
N/A;SER_235338AAA597648.PDF;Pagina 8;N/A;M;0.000;0.100;0.100;0.011;0.011;0.000
N/A;SER_235338AAA597648.PDF;Pagina 9;N/A;M;11.050;0.050;0.050;11.041;-0.009;0.000
N/A;SER_235338AAA597648.PDF;Pagina 9;N/A;M;11.050;0.050;0.050;11.037;-0.013;0.000
N/A;SER_235338AAA597648.PDF;Pagina 9;N/A;M;8.000;0.100;0.100;8.043;0.043;0.000
N/A;SER_235338AAA597648.PDF;Pagina 9;N/A;M;8.000;0.100;0.100;8.010;0.010;0.000
N/A;SER_235338AAA597648.PDF;Pagina 9;N/A;M;0.000;0.200;0.000;0.025;0.025;0.000
N/A;SER_235338AAA597648.PDF;Pagina 9;N/A;M;0.000;0.200;0.000;0.012;0.012;0.000
N/A;SER_235338AAA597648.PDF;Pagina 9;N/A;M;0.000;0.200;0.000;0.003;0.003;0.000
N/A;SER_235338AAA597648.PDF;Pagina 9;N/A;M;0.000;0.200;0.000;0.028;0.028;0.000
N/A;SER_235338AAA597648.PDF;Pagina 9;N/A;M;0.000;0.200;0.000;0.023;0.023;0.000
N/A;SER_235338AAA597649.PDF;Pagina 1;N/A;D;19.000;0.150;0.150;19.010;0.010;0.000
N/A;SER_235338AAA597649.PDF;Pagina 1;N/A;R;3.000;0.300;0.300;2.956;-0.043;0.000
N/A;SER_235338AAA597649.PDF;Pagina 1;N/A;R;3.000;0.300;0.300;2.967;-0.033;0.000
N/A;SER_235338AAA597649.PDF;Pagina 1;N/A;R;2.000;0.300;0.300;1.941;-0.059;0.000
N/A;SER_235338AAA597649.PDF;Pagina 1;N/A;R;2.000;0.300;0.300;1.903;-0.097;0.000
N/A;SER_235338AAA597649.PDF;Pagina 1;N/A;M;17.000;0.001;0.001;17.000;0.000;0.000
N/A;SER_235338AAA597649.PDF;Pagina 2;N/A;R;91.500;0.300;0.300;91.471;-0.029;0.000
N/A;SER_235338AAA597649.PDF;Pagina 2;N/A;R;5.000;0.100;0.100;5.023;0.023;0.000
N/A;SER_235338AAA597649.PDF;Pagina 2;N/A;R;5.000;0.100;0.100;5.036;0.036;0.000
N/A;SER_235338AAA597649.PDF;Pagina 2;N/A;M;6.720;0.100;0.100;6.739;0.019;0.000
N/A;SER_235338AAA597649.PDF;Pagina 2;N/A;M;6.720;0.100;0.100;6.745;0.025;0.000
N/A;SER_235338AAA597649.PDF;Pagina 2;N/A;D;8.440;0.020;0.020;8.446;0.006;0.000
N/A;SER_235338AAA597649.PDF;Pagina 2;N/A;M;0.000;0.050;0.000;0.006;0.006;0.000
N/A;SER_235338AAA597649.PDF;POSITION MM;N/A;A;0.000;0.050;0.052;0.052;-90.000;0.002
N/A;SER_235338AAA597649.PDF;Pagina 3;N/A;D;11.500;0.100;0.100;11.536;0.036;0.000
N/A;SER_235338AAA597649.PDF;Pagina 3;N/A;M;9.050;0.050;0.050;9.035;-0.015;0.000
N/A;SER_235338AAA597649.PDF;Pagina 3;N/A;M;9.050;0.050;0.050;9.057;0.007;0.000
N/A;SER_235338AAA597649.PDF;Pagina 3;N/A;M;0.000;0.200;0.200;0.025;0.025;0.000
N/A;SER_235338AAA597649.PDF;Pagina 3;N/A;M;0.000;0.200;0.200;0.015;0.015;0.000
N/A;SER_235338AAA597649.PDF;Pagina 3;N/A;M;0.000;0.200;0.200;0.020;0.020;0.000
N/A;SER_235338AAA597649.PDF;Pagina 4;N/A;M;0.000;0.200;0.200;0.020;0.020;0.000
N/A;SER_235338AAA597649.PDF;Pagina 4;N/A;M;0.000;0.100;0.100;0.035;0.035;0.000
N/A;SER_235338AAA597649.PDF;Pagina 4;N/A;M;0.000;0.100;0.100;0.041;0.041;0.000
N/A;SER_235338AAA597649.PDF;Pagina 4;N/A;M;0.000;0.100;0.100;0.044;0.044;0.000
N/A;SER_235338AAA597649.PDF;Pagina 4;N/A;M;0.000;0.100;0.100;0.044;0.044;0.000
N/A;SER_235338AAA597649.PDF;Pagina 4;N/A;D;14.000;0.100;0.100;14.009;0.009;0.000
N/A;SER_235338AAA597649.PDF;Pagina 4;N/A;D;7.000;0.100;0.100;7.038;0.038;0.000
N/A;SER_235338AAA597649.PDF;Pagina 4;N/A;D;7.000;0.100;0.100;7.030;0.030;0.000
N/A;SER_235338AAA597649.PDF;Pagina 4;N/A;D;7.000;0.100;0.100;7.028;0.028;0.000
N/A;SER_235338AAA597649.PDF;Pagina 5;N/A;Z;-9.050;0.050;0.050;-9.051;-0.001;0.000
N/A;SER_235338AAA597649.PDF;Pagina 5;N/A;D;5.960;0.100;0.100;6.022;0.062;0.000
N/A;SER_235338AAA597649.PDF;Pagina 5;N/A;D;5.960;0.100;0.100;6.022;0.062;0.000
N/A;SER_235338AAA597649.PDF;Pagina 5;N/A;R;0.500;0.100;0.100;0.503;0.003;0.000
N/A;SER_235338AAA597649.PDF;Pagina 5;N/A;M;81.400;0.050;0.050;81.383;-0.017;0.000
N/A;SER_235338AAA597649.PDF;Pagina 6;N/A;M;115.550;0.300;0.300;115.587;0.037;0.000
N/A;SER_235338AAA597649.PDF;Pagina 6;N/A;R;0.500;0.100;0.100;0.509;0.009;0.000
N/A;SER_235338AAA597649.PDF;Pagina 6;N/A;M;4.800;0.300;0.300;4.887;0.087;0.000
N/A;SER_235338AAA597649.PDF;Pagina 6;N/A;M;0.000;0.200;0.200;0.041;0.041;0.000
N/A;SER_235338AAA597649.PDF;Pagina 6;N/A;M;0.000;0.200;0.200;0.028;0.028;0.000
N/A;SER_235338AAA597649.PDF;Pagina 6;N/A;M;0.000;0.200;0.200;0.033;0.033;0.000
N/A;SER_235338AAA597649.PDF;Pagina 6;N/A;M;0.000;0.200;0.200;0.035;0.035;0.000
N/A;SER_235338AAA597649.PDF;Pagina 6;N/A;M;1.100;0.100;0.100;1.176;0.076;0.000
N/A;SER_235338AAA597649.PDF;Pagina 6;N/A;M;1.100;0.100;0.100;1.172;0.072;0.000
N/A;SER_235338AAA597649.PDF;Pagina 7;N/A;R;0.500;0.100;0.100;0.509;0.009;0.000
N/A;SER_235338AAA597649.PDF;Pagina 7;N/A;R;0.500;0.100;0.100;0.503;0.003;0.000
N/A;SER_235338AAA597649.PDF;Pagina 7;N/A;M;0.000;0.200;0.200;0.044;0.044;0.000
N/A;SER_235338AAA597649.PDF;Pagina 7;N/A;M;0.000;0.200;0.200;0.034;0.034;0.000
N/A;SER_235338AAA597649.PDF;Pagina 7;N/A;M;0.000;0.100;0.100;0.003;0.003;0.000
N/A;SER_235338AAA597649.PDF;Pagina 7;N/A;M;0.000;0.100;0.100;0.006;0.006;0.000
N/A;SER_235338AAA597649.PDF;Pagina 7;N/A;R;1.500;0.050;0.050;1.507;0.007;0.000
N/A;SER_235338AAA597649.PDF;Pagina 7;N/A;R;1.500;0.050;0.050;1.504;0.004;0.000
N/A;SER_235338AAA597649.PDF;Pagina 7;N/A;M;0.000;0.100;0.100;0.035;0.035;0.000
N/A;SER_235338AAA597649.PDF;Pagina 7;N/A;M;0.000;0.100;0.100;0.031;0.031;0.000
N/A;SER_235338AAA597649.PDF;Pagina 8;N/A;M;17.600;0.100;0.100;17.634;0.034;0.000
N/A;SER_235338AAA597649.PDF;Pagina 8;N/A;M;17.600;0.100;0.100;17.628;0.028;0.000
N/A;SER_235338AAA597649.PDF;Pagina 8;N/A;M;0.000;0.100;0.100;0.010;0.010;0.000
N/A;SER_235338AAA597649.PDF;Pagina 8;N/A;M;0.000;0.100;0.100;0.010;0.010;0.000
N/A;SER_235338AAA597649.PDF;Pagina 8;N/A;M;0.000;0.100;0.100;0.014;0.014;0.000
N/A;SER_235338AAA597649.PDF;Pagina 8;N/A;M;0.000;0.100;0.100;0.009;0.009;0.000
N/A;SER_235338AAA597649.PDF;Pagina 9;N/A;M;11.050;0.050;0.050;11.030;-0.020;0.000
N/A;SER_235338AAA597649.PDF;Pagina 9;N/A;M;11.050;0.050;0.050;11.033;-0.017;0.000
N/A;SER_235338AAA597649.PDF;Pagina 9;N/A;M;8.000;0.100;0.100;8.035;0.035;0.000
N/A;SER_235338AAA597649.PDF;Pagina 9;N/A;M;8.000;0.100;0.100;8.011;0.011;0.000
N/A;SER_235338AAA597649.PDF;Pagina 9;N/A;M;0.000;0.200;0.000;0.019;0.019;0.000
N/A;SER_235338AAA597649.PDF;Pagina 9;N/A;M;0.000;0.200;0.000;0.010;0.010;0.000
N/A;SER_235338AAA597649.PDF;Pagina 9;N/A;M;0.000;0.200;0.000;0.009;0.009;0.000
N/A;SER_235338AAA597649.PDF;Pagina 9;N/A;M;0.000;0.200;0.000;0.022;0.022;0.000
N/A;SER_235338AAA597649.PDF;Pagina 9;N/A;M;0.000;0.200;0.000;0.027;0.027;0.000
N/A;SER_235338AAA597650.PDF;Pagina 1;N/A;D;19.000;0.150;0.150;18.997;-0.003;0.000
N/A;SER_235338AAA597650.PDF;Pagina 1;N/A;R;3.000;0.300;0.300;2.994;-0.006;0.000
N/A;SER_235338AAA597650.PDF;Pagina 1;N/A;R;3.000;0.300;0.300;2.990;-0.010;0.000
N/A;SER_235338AAA597650.PDF;Pagina 1;N/A;R;2.000;0.300;0.300;1.913;-0.087;0.000
N/A;SER_235338AAA597650.PDF;Pagina 1;N/A;R;2.000;0.300;0.300;1.907;-0.093;0.000
N/A;SER_235338AAA597650.PDF;Pagina 1;N/A;M;17.000;0.001;0.001;17.000;0.000;0.000
N/A;SER_235338AAA597650.PDF;Pagina 2;N/A;R;91.500;0.300;0.300;91.471;-0.029;0.000
N/A;SER_235338AAA597650.PDF;Pagina 2;N/A;R;5.000;0.100;0.100;5.033;0.033;0.000
N/A;SER_235338AAA597650.PDF;Pagina 2;N/A;R;5.000;0.100;0.100;4.992;-0.008;0.000
N/A;SER_235338AAA597650.PDF;Pagina 2;N/A;M;6.720;0.100;0.100;6.741;0.021;0.000
N/A;SER_235338AAA597650.PDF;Pagina 2;N/A;M;6.720;0.100;0.100;6.748;0.028;0.000
N/A;SER_235338AAA597650.PDF;Pagina 2;N/A;D;8.440;0.020;0.020;8.443;0.003;0.000
N/A;SER_235338AAA597650.PDF;Pagina 2;N/A;M;0.000;0.050;0.000;0.002;0.002;0.000
N/A;SER_235338AAA597650.PDF;POSITION MM;N/A;A;0.000;0.050;0.045;0.045;-90.000;0.000
N/A;SER_235338AAA597650.PDF;Pagina 3;N/A;D;11.500;0.100;0.100;11.529;0.029;0.000
N/A;SER_235338AAA597650.PDF;Pagina 3;N/A;M;9.050;0.050;0.050;9.042;-0.008;0.000
N/A;SER_235338AAA597650.PDF;Pagina 3;N/A;M;9.050;0.050;0.050;9.059;0.009;0.000
N/A;SER_235338AAA597650.PDF;Pagina 3;N/A;M;0.000;0.200;0.200;0.016;0.016;0.000
N/A;SER_235338AAA597650.PDF;Pagina 3;N/A;M;0.000;0.200;0.200;0.016;0.016;0.000
N/A;SER_235338AAA597650.PDF;Pagina 3;N/A;M;0.000;0.200;0.200;0.022;0.022;0.000
N/A;SER_235338AAA597650.PDF;Pagina 4;N/A;M;0.000;0.200;0.200;0.011;0.011;0.000
N/A;SER_235338AAA597650.PDF;Pagina 4;N/A;M;0.000;0.100;0.100;0.057;0.057;0.000
N/A;SER_235338AAA597650.PDF;Pagina 4;N/A;M;0.000;0.100;0.100;0.063;0.063;0.000
N/A;SER_235338AAA597650.PDF;Pagina 4;N/A;M;0.000;0.100;0.100;0.064;0.064;0.000
N/A;SER_235338AAA597650.PDF;Pagina 4;N/A;M;0.000;0.100;0.100;0.069;0.069;0.000
N/A;SER_235338AAA597650.PDF;Pagina 4;N/A;D;14.000;0.100;0.100;14.003;0.003;0.000
N/A;SER_235338AAA597650.PDF;Pagina 4;N/A;D;7.000;0.100;0.100;7.037;0.037;0.000
N/A;SER_235338AAA597650.PDF;Pagina 4;N/A;D;7.000;0.100;0.100;7.040;0.040;0.000
N/A;SER_235338AAA597650.PDF;Pagina 4;N/A;D;7.000;0.100;0.100;7.041;0.041;0.000
N/A;SER_235338AAA597650.PDF;Pagina 5;N/A;Z;-9.050;0.050;0.050;-9.054;-0.004;0.000
N/A;SER_235338AAA597650.PDF;Pagina 5;N/A;D;5.960;0.100;0.100;5.988;0.028;0.000
N/A;SER_235338AAA597650.PDF;Pagina 5;N/A;D;5.960;0.100;0.100;6.026;0.066;0.000
N/A;SER_235338AAA597650.PDF;Pagina 5;N/A;R;0.500;0.100;0.100;0.509;0.009;0.000
N/A;SER_235338AAA597650.PDF;Pagina 5;N/A;M;81.400;0.050;0.050;81.392;-0.008;0.000
N/A;SER_235338AAA597650.PDF;Pagina 6;N/A;M;115.550;0.300;0.300;115.621;0.071;0.000
N/A;SER_235338AAA597650.PDF;Pagina 6;N/A;R;0.500;0.100;0.100;0.522;0.022;0.000
N/A;SER_235338AAA597650.PDF;Pagina 6;N/A;M;4.800;0.300;0.300;4.890;0.090;0.000
N/A;SER_235338AAA597650.PDF;Pagina 6;N/A;M;0.000;0.200;0.200;0.068;0.068;0.000
N/A;SER_235338AAA597650.PDF;Pagina 6;N/A;M;0.000;0.200;0.200;0.047;0.047;0.000
N/A;SER_235338AAA597650.PDF;Pagina 6;N/A;M;0.000;0.200;0.200;0.062;0.062;0.000
N/A;SER_235338AAA597650.PDF;Pagina 6;N/A;M;0.000;0.200;0.200;0.063;0.063;0.000
N/A;SER_235338AAA597650.PDF;Pagina 6;N/A;M;1.100;0.100;0.100;1.130;0.030;0.000
N/A;SER_235338AAA597650.PDF;Pagina 6;N/A;M;1.100;0.100;0.100;1.120;0.020;0.000
N/A;SER_235338AAA597650.PDF;Pagina 7;N/A;R;0.500;0.100;0.100;0.503;0.003;0.000
N/A;SER_235338AAA597650.PDF;Pagina 7;N/A;R;0.500;0.100;0.100;0.505;0.005;0.000
N/A;SER_235338AAA597650.PDF;Pagina 7;N/A;M;0.000;0.200;0.200;0.041;0.041;0.000
N/A;SER_235338AAA597650.PDF;Pagina 7;N/A;M;0.000;0.200;0.200;0.040;0.040;0.000
N/A;SER_235338AAA597650.PDF;Pagina 7;N/A;M;0.000;0.100;0.100;0.008;0.008;0.000
N/A;SER_235338AAA597650.PDF;Pagina 7;N/A;M;0.000;0.100;0.100;0.008;0.008;0.000
N/A;SER_235338AAA597650.PDF;Pagina 7;N/A;R;1.500;0.050;0.050;1.508;0.008;0.000
N/A;SER_235338AAA597650.PDF;Pagina 7;N/A;R;1.500;0.050;0.050;1.501;0.001;0.000
N/A;SER_235338AAA597650.PDF;Pagina 7;N/A;M;0.000;0.100;0.100;0.037;0.037;0.000
N/A;SER_235338AAA597650.PDF;Pagina 7;N/A;M;0.000;0.100;0.100;0.032;0.032;0.000
N/A;SER_235338AAA597650.PDF;Pagina 8;N/A;M;17.600;0.100;0.100;17.631;0.031;0.000
N/A;SER_235338AAA597650.PDF;Pagina 8;N/A;M;17.600;0.100;0.100;17.625;0.025;0.000
N/A;SER_235338AAA597650.PDF;Pagina 8;N/A;M;0.000;0.100;0.100;0.004;0.004;0.000
N/A;SER_235338AAA597650.PDF;Pagina 8;N/A;M;0.000;0.100;0.100;0.005;0.005;0.000
N/A;SER_235338AAA597650.PDF;Pagina 8;N/A;M;0.000;0.100;0.100;0.013;0.013;0.000
N/A;SER_235338AAA597650.PDF;Pagina 8;N/A;M;0.000;0.100;0.100;0.014;0.014;0.000
N/A;SER_235338AAA597650.PDF;Pagina 9;N/A;M;11.050;0.050;0.050;11.034;-0.016;0.000
N/A;SER_235338AAA597650.PDF;Pagina 9;N/A;M;11.050;0.050;0.050;11.034;-0.016;0.000
N/A;SER_235338AAA597650.PDF;Pagina 9;N/A;M;8.000;0.100;0.100;8.038;0.038;0.000
N/A;SER_235338AAA597650.PDF;Pagina 9;N/A;M;8.000;0.100;0.100;8.007;0.007;0.000
N/A;SER_235338AAA597650.PDF;Pagina 9;N/A;M;0.000;0.200;0.000;0.015;0.015;0.000
N/A;SER_235338AAA597650.PDF;Pagina 9;N/A;M;0.000;0.200;0.000;0.004;0.004;0.000
N/A;SER_235338AAA597650.PDF;Pagina 9;N/A;M;0.000;0.200;0.000;0.003;0.003;0.000
N/A;SER_235338AAA597650.PDF;Pagina 9;N/A;M;0.000;0.200;0.000;0.018;0.018;0.000
N/A;SER_235338AAA597650.PDF;Pagina 9;N/A;M;0.000;0.200;0.000;0.029;0.029;0.000
N/A;SER_235338AAA597651.PDF;Pagina 1;N/A;D;19.000;0.150;0.150;18.997;-0.003;0.000
N/A;SER_235338AAA597651.PDF;Pagina 1;N/A;R;3.000;0.300;0.300;2.961;-0.039;0.000
N/A;SER_235338AAA597651.PDF;Pagina 1;N/A;R;3.000;0.300;0.300;2.975;-0.025;0.000
N/A;SER_235338AAA597651.PDF;Pagina 1;N/A;R;2.000;0.300;0.300;1.930;-0.070;0.000
N/A;SER_235338AAA597651.PDF;Pagina 1;N/A;R;2.000;0.300;0.300;1.898;-0.102;0.000
N/A;SER_235338AAA597651.PDF;Pagina 1;N/A;M;17.000;0.001;0.001;17.000;0.000;0.000
N/A;SER_235338AAA597651.PDF;Pagina 2;N/A;R;91.500;0.300;0.300;91.471;-0.029;0.000
N/A;SER_235338AAA597651.PDF;Pagina 2;N/A;R;5.000;0.100;0.100;5.020;0.020;0.000
N/A;SER_235338AAA597651.PDF;Pagina 2;N/A;R;5.000;0.100;0.100;5.014;0.014;0.000
N/A;SER_235338AAA597651.PDF;Pagina 2;N/A;M;6.720;0.100;0.100;6.750;0.030;0.000
N/A;SER_235338AAA597651.PDF;Pagina 2;N/A;M;6.720;0.100;0.100;6.752;0.032;0.000
N/A;SER_235338AAA597651.PDF;Pagina 2;N/A;D;8.440;0.020;0.020;8.442;0.002;0.000
N/A;SER_235338AAA597651.PDF;Pagina 2;N/A;M;0.000;0.050;0.000;0.005;0.005;0.000
N/A;SER_235338AAA597651.PDF;POSITION MM;N/A;A;0.000;0.050;0.040;0.040;-90.000;0.000
N/A;SER_235338AAA597651.PDF;Pagina 3;N/A;D;11.500;0.100;0.100;11.528;0.028;0.000
N/A;SER_235338AAA597651.PDF;Pagina 3;N/A;M;9.050;0.050;0.050;9.036;-0.014;0.000
N/A;SER_235338AAA597651.PDF;Pagina 3;N/A;M;9.050;0.050;0.050;9.058;0.008;0.000
N/A;SER_235338AAA597651.PDF;Pagina 3;N/A;M;0.000;0.200;0.200;0.015;0.015;0.000
N/A;SER_235338AAA597651.PDF;Pagina 3;N/A;M;0.000;0.200;0.200;0.008;0.008;0.000
N/A;SER_235338AAA597651.PDF;Pagina 3;N/A;M;0.000;0.200;0.200;0.023;0.023;0.000
N/A;SER_235338AAA597651.PDF;Pagina 4;N/A;M;0.000;0.200;0.200;0.017;0.017;0.000
N/A;SER_235338AAA597651.PDF;Pagina 4;N/A;M;0.000;0.100;0.100;0.047;0.047;0.000
N/A;SER_235338AAA597651.PDF;Pagina 4;N/A;M;0.000;0.100;0.100;0.058;0.058;0.000
N/A;SER_235338AAA597651.PDF;Pagina 4;N/A;M;0.000;0.100;0.100;0.058;0.058;0.000
N/A;SER_235338AAA597651.PDF;Pagina 4;N/A;M;0.000;0.100;0.100;0.060;0.060;0.000
N/A;SER_235338AAA597651.PDF;Pagina 4;N/A;D;14.000;0.100;0.100;14.000;0.000;0.000
N/A;SER_235338AAA597651.PDF;Pagina 4;N/A;D;7.000;0.100;0.100;7.037;0.037;0.000
N/A;SER_235338AAA597651.PDF;Pagina 4;N/A;D;7.000;0.100;0.100;7.022;0.022;0.000
N/A;SER_235338AAA597651.PDF;Pagina 4;N/A;D;7.000;0.100;0.100;7.026;0.026;0.000
N/A;SER_235338AAA597651.PDF;Pagina 5;N/A;Z;-9.050;0.050;0.050;-9.059;-0.009;0.000
N/A;SER_235338AAA597651.PDF;Pagina 5;N/A;D;5.960;0.100;0.100;6.023;0.063;0.000
N/A;SER_235338AAA597651.PDF;Pagina 5;N/A;D;5.960;0.100;0.100;6.021;0.061;0.000
N/A;SER_235338AAA597651.PDF;Pagina 5;N/A;R;0.500;0.100;0.100;0.519;0.019;0.000
N/A;SER_235338AAA597651.PDF;Pagina 5;N/A;M;81.400;0.050;0.050;81.408;0.008;0.000
N/A;SER_235338AAA597651.PDF;Pagina 6;N/A;M;115.550;0.300;0.300;115.631;0.081;0.000
N/A;SER_235338AAA597651.PDF;Pagina 6;N/A;R;0.500;0.100;0.100;0.515;0.015;0.000
N/A;SER_235338AAA597651.PDF;Pagina 6;N/A;M;4.800;0.300;0.300;4.879;0.079;0.000
N/A;SER_235338AAA597651.PDF;Pagina 6;N/A;M;0.000;0.200;0.200;0.109;0.109;0.000
N/A;SER_235338AAA597651.PDF;Pagina 6;N/A;M;0.000;0.200;0.200;0.117;0.117;0.000
N/A;SER_235338AAA597651.PDF;Pagina 6;N/A;M;0.000;0.200;0.200;0.077;0.077;0.000
N/A;SER_235338AAA597651.PDF;Pagina 6;N/A;M;0.000;0.200;0.200;0.078;0.078;0.000
N/A;SER_235338AAA597651.PDF;Pagina 6;N/A;M;1.100;0.100;0.100;1.123;0.023;0.000
N/A;SER_235338AAA597651.PDF;Pagina 6;N/A;M;1.100;0.100;0.100;1.107;0.007;0.000
