Fisier,Caracteristica,Cod,Axa,NOMINAL,+TOL,-TOL,MEAS,DEV,OUTTOL
SER_235338AAA597641.PDF,PAGINA 3,FORMANDLOCATION,M,0.000,0.200,0.200,0.004,0.004,0.000
SER_235338AAA597641.PDF,PAGINA 3,FORMANDLOCATION,M,0.000,0.200,0.200,0.012,0.012,0.000
SER_235338AAA597641.PDF,PAGINA 3,FORMANDLOCATION,M,0.000,0.200,0.200,0.009,0.009,0.000
SER_235338AAA597641.PDF,PAGINA 4,FORMANDLOCATION,M,0.000,0.200,0.200,0.007,0.007,0.000
SER_235338AAA597641.PDF,PAGINA 4,FORMANDLOCATION,M,0.000,0.100,0.100,0.046,0.046,0.000
SER_235338AAA597641.PDF,PAGINA 4,FORMANDLOCATION,M,0.000,0.100,0.100,0.053,0.053,0.000
SER_235338AAA597641.PDF,PAGINA 4,FORMANDLOCATION,M,0.000,0.100,0.100,0.054,0.054,0.000
SER_235338AAA597641.PDF,PAGINA 4,FORMANDLOCATION,M,0.000,0.100,0.100,0.056,0.056,0.000
SER_235338AAA597641.PDF,PAGINA 5,LOC28,Z,-9.050,0.050,0.050,-9.065,-0.015,0.000
SER_235338AAA597641.PDF,PAGINA 5,LOC22,R,0.500,0.100,0.100,0.488,-0.012,0.000
SER_235338AAA597641.PDF,PAGINA 5,DIST11,M,81.400,0.050,0.050,81.385,-0.015,0.000
SER_235338AAA597641.PDF,PAGINA 6,DIST12,M,115.550,0.300,0.300,115.557,0.007,0.000
SER_235338AAA597641.PDF,PAGINA 6,LOC23,R,0.500,0.100,0.100,0.517,0.017,0.000
SER_235338AAA597641.PDF,PAGINA 6,DIST9,M,4.800,0.300,0.300,4.916,0.116,0.000
SER_235338AAA597641.PDF,PAGINA 6,FORMANDLOCATION,M,0.000,0.200,0.200,0.052,0.052,0.000
SER_235338AAA597641.PDF,PAGINA 6,FORMANDLOCATION,M,0.000,0.200,0.200,0.039,0.039,0.000
SER_235338AAA597641.PDF,PAGINA 6,FORMANDLOCATION,M,0.000,0.200,0.200,0.005,0.005,0.000
SER_235338AAA597641.PDF,PAGINA 6,FORMANDLOCATION,M,0.000,0.200,0.200,0.008,0.008,0.000
SER_235338AAA597641.PDF,PAGINA 6,DIST13,M,1.100,0.100,0.100,1.120,0.020,0.000
SER_235338AAA597641.PDF,PAGINA 6,DIST15,M,1.100,0.100,0.100,1.130,0.030,0.000
SER_235338AAA597641.PDF,PAGINA 7,LOC36,R,0.500,0.100,0.100,0.594,0.094,0.000
SER_235338AAA597641.PDF,PAGINA 7,LOC51,R,0.500,0.100,0.100,0.515,0.015,0.000
SER_235338AAA597641.PDF,PAGINA 7,FORMANDLOCATION,M,0.000,0.200,0.200,0.032,0.032,0.000
SER_235338AAA597641.PDF,PAGINA 7,FORMANDLOCATION,M,0.000,0.200,0.200,0.037,0.037,0.000
SER_235338AAA597641.PDF,PAGINA 7,FORMANDLOCATION,M,0.000,0.100,0.100,0.012,0.012,0.000
SER_235338AAA597641.PDF,PAGINA 7,FORMANDLOCATION,M,0.000,0.100,0.100,0.004,0.004,0.000
SER_235338AAA597641.PDF,PAGINA 7,LOC37,R,1.500,0.050,0.050,1.509,0.009,0.000
SER_235338AAA597641.PDF,PAGINA 7,LOC4S,R,1.500,0.050,0.050,1.501,0.001,0.000
SER_235338AAA597641.PDF,PAGINA 7,FORMANDLOCATION,M,0.000,0.100,0.100,0.025,0.025,0.000
SER_235338AAA597641.PDF,PAGINA 7,FORMANDLOCATION,M,0.000,0.100,0.100,0.015,0.015,0.000
SER_235338AAA597641.PDF,PAGINA 8,DIST1,M,17.600,0.100,0.100,17.616,0.016,0.000
SER_235338AAA597641.PDF,PAGINA 8,DIST2,M,17.600,0.100,0.100,17.610,0.010,0.000
SER_235338AAA597641.PDF,PAGINA 8,FORMANDLOCATION,M,0.000,0.100,0.100,0.011,0.011,0.000
SER_235338AAA597641.PDF,PAGINA 8,FORMANDLOCATION,M,0.000,0.100,0.100,0.012,0.012,0.000
SER_235338AAA597641.PDF,PAGINA 8,FORMANDLOCATION,M,0.000,0.100,0.100,0.020,0.020,0.000
SER_235338AAA597641.PDF,PAGINA 8,FORMANDLOCATION,M,0.000,0.100,0.100,0.022,0.022,0.000
SER_235338AAA597641.PDF,PAGINA 9,DIST3,M,11.050,0.050,0.050,11.024,-0.026,0.000
SER_235338AAA597641.PDF,PAGINA 9,DIST14,M,11.050,0.050,0.050,11.022,-0.028,0.000
SER_235338AAA597641.PDF,PAGINA 9,DIST4,M,8.000,0.100,0.100,8.044,0.044,0.000
SER_235338AAA597641.PDF,PAGINA 9,DIST16,M,8.000,0.100,0.100,7.995,-0.005,0.000
SER_235338AAA597641.PDF,PAGINA 9,nimicA,M,0.000,0.200,0.000,0.088,0.088,0.000
SER_235338AAA597641.PDF,PAGINA 9,nimicA,M,0.000,0.200,0.000,0.009,0.009,0.000
SER_235338AAA597641.PDF,PAGINA 9,nimicA,M,0.000,0.200,0.000,0.003,0.003,0.000
SER_235338AAA597641.PDF,PAGINA 9,nimicA,M,0.000,0.200,0.000,0.010,0.010,0.000
SER_235338AAA597641.PDF,PAGINA 9,nimicA,M,0.000,0.200,0.000,0.023,0.023,0.000
SER_235338AAA597642.PDF,PAGINA 1,LOC43,R,3.000,0.300,0.300,2.976,-0.024,0.000
SER_235338AAA597642.PDF,PAGINA 1,LOC44,R,3.000,0.300,0.300,2.984,-0.016,0.000
SER_235338AAA597642.PDF,PAGINA 1,LOC16,R,2.000,0.300,0.300,1.901,-0.099,0.000
SER_235338AAA597642.PDF,PAGINA 1,LOC17,R,2.000,0.300,0.300,1.867,-0.133,0.000
SER_235338AAA597642.PDF,PAGINA 1,DIST6,M,17.000,0.001,0.001,17.000,0.000,0.000
SER_235338AAA597642.PDF,PAGINA 2,LOC4Z,R,91.500,0.300,0.300,91.471,-0.029,0.000
SER_235338AAA597642.PDF,PAGINA 2,LOC25,R,5.000,0.100,0.100,5.012,0.012,0.000
