Fisier,Caracteristica,Cod,Axa,NOMINAL,+TOL,-TOL,MEAS,DEV,OUTTOL
SER_235338AAA595658.PDF,PAGINA 6,DIST13,M,1.100,0.100,0.100,1.177,0.077,0.000
SER_235338AAA595658.PDF,PAGINA 6,DIST15,M,1.100,0.100,0.100,1.173,0.073,0.000
SER_235338AAA595658.PDF,PAGINA 7,LOC36,R,0.500,0.100,0.100,0.541,0.041,0.000
SER_235338AAA595658.PDF,PAGINA 7,LOC51,R,0.500,0.100,0.100,0.505,0.005,0.000
SER_235338AAA595658.PDF,PAGINA 7,FORMANDLOCATION,M,0.000,0.200,0.200,0.049,0.049,0.000
SER_235338AAA595658.PDF,PAGINA 7,FORMANDLOCATION,M,0.000,0.200,0.200,0.048,0.048,0.000
SER_235338AAA595658.PDF,PAGINA 7,FORMANDLOCATION,M,0.000,0.100,0.100,0.037,0.037,0.000
SER_235338AAA595658.PDF,PAGINA 7,FORMANDLOCATION,M,0.000,0.100,0.100,0.011,0.011,0.000
SER_235338AAA595658.PDF,PAGINA 7,LOC37,R,1.500,0.050,0.050,1.506,0.006,0.000
SER_235338AAA595658.PDF,PAGINA 7,LOC4S,R,1.500,0.050,0.050,1.505,0.005,0.000
SER_235338AAA595658.PDF,PAGINA 7,FORMANDLOCATION,M,0.000,0.100,0.100,0.079,0.079,0.000
SER_235338AAA595658.PDF,PAGINA 7,FORMANDLOCATION,M,0.000,0.100,0.100,0.039,0.039,0.000
SER_235338AAA595658.PDF,PAGINA 8,DIST1,M,17.600,0.100,0.100,17.607,0.007,0.000
SER_235338AAA595658.PDF,PAGINA 8,DIST2,M,17.600,0.100,0.100,17.601,0.001,0.000
SER_235338AAA595658.PDF,PAGINA 8,FORMANDLOCATION,M,0.000,0.100,0.100,0.053,0.053,0.000
SER_235338AAA595658.PDF,PAGINA 8,FORMANDLOCATION,M,0.000,0.100,0.100,0.056,0.056,0.000
SER_235338AAA595658.PDF,PAGINA 8,FORMANDLOCATION,M,0.000,0.100,0.100,0.011,0.011,0.000
SER_235338AAA595658.PDF,PAGINA 8,FORMANDLOCATION,M,0.000,0.100,0.100,0.010,0.010,0.000
SER_235338AAA595658.PDF,PAGINA 9,DIST3,M,11.050,0.050,0.050,10.992,-0.058,0.008
SER_235338AAA595658.PDF,PAGINA 9,DIST14,M,11.050,0.050,0.050,10.992,-0.058,0.008
SER_235338AAA595658.PDF,PAGINA 9,DIST4,M,8.000,0.100,0.100,8.069,0.069,0.000
SER_235338AAA595658.PDF,PAGINA 9,DIST16,M,8.000,0.100,0.100,8.022,0.022,0.000
SER_235338AAA595658.PDF,PAGINA 9,nimic,M,0.000,0.200,0.000,0.099,0.099,0.000
SER_235338AAA595658.PDF,PAGINA 9,nimic,M,0.000,0.200,0.000,0.002,0.002,0.000
SER_235338AAA595658.PDF,PAGINA 9,nimic,M,0.000,0.200,0.000,0.017,0.017,0.000
SER_235338AAA595658.PDF,PAGINA 9,nimic,M,0.000,0.200,0.000,0.083,0.083,0.000
SER_235338AAA595658.PDF,PAGINA 9,nimic,M,0.000,0.200,0.000,0.071,0.071,0.000
SER_235338AAA595659.PDF,PAGINA 1,LOC43,R,3.000,0.300,0.300,2.976,-0.024,0.000
SER_235338AAA595659.PDF,PAGINA 1,LOC44,R,3.000,0.300,0.300,2.990,-0.010,0.000
SER_235338AAA595659.PDF,PAGINA 1,LOC16,R,2.000,0.300,0.300,1.923,-0.077,0.000
SER_235338AAA595659.PDF,PAGINA 1,LOC17,R,2.000,0.300,0.300,1.898,-0.102,0.000
SER_235338AAA595659.PDF,PAGINA 1,DIST6,M,17.000,0.001,0.001,17.000,0.000,0.000
SER_235338AAA595659.PDF,PAGINA 2,LOC4Z,R,91.500,0.300,0.300,91.471,-0.029,0.000
SER_235338AAA595659.PDF,PAGINA 2,LOC25,R,5.000,0.100,0.100,5.009,0.009,0.000
SER_235338AAA595659.PDF,PAGINA 2,LOC26,R,5.000,0.100,0.100,5.018,0.018,0.000
SER_235338AAA595659.PDF,PAGINA 2,DIST8,M,6.720,0.100,0.100,6.767,0.047,0.000
SER_235338AAA595659.PDF,PAGINA 2,DIST1O,M,6.720,0.100,0.100,6.766,0.046,0.000
SER_235338AAA595659.PDF,PAGINA 2,nimic,M,0.000,0.050,0.000,0.004,0.004,0.000
SER_235338AAA595659.PDF,POSITION MM,FCFLOC2,A,0.000,0.050,0.019,0.019,90.000,0
SER_235338AAA595659.PDF,PAGINA 3,DISTS,M,9.050,0.050,0.050,9.069,0.019,0.000
SER_235338AAA595659.PDF,PAGINA 3,DIST7,M,9.050,0.050,0.050,9.061,0.011,0.000
SER_235338AAA595659.PDF,PAGINA 3,FORMANDLOCATION,M,0.000,0.200,0.200,0.037,0.037,0.000
SER_235338AAA595659.PDF,PAGINA 3,FORMANDLOCATION,M,0.000,0.200,0.200,0.027,0.027,0.000
SER_235338AAA595659.PDF,PAGINA 3,FORMANDLOCATION,M,0.000,0.200,0.200,0.027,0.027,0.000
SER_235338AAA595659.PDF,PAGINA 4,FORMANDLOCATION,M,0.000,0.200,0.200,0.027,0.027,0.000
SER_235338AAA595659.PDF,PAGINA 4,FORMANDLOCATION,M,0.000,0.100,0.100,0.042,0.042,0.000
SER_235338AAA595659.PDF,PAGINA 4,FORMANDLOCATION,M,0.000,0.100,0.100,0.048,0.048,0.000
SER_235338AAA595659.PDF,PAGINA 4,FORMANDLOCATION,M,0.000,0.100,0.100,0.047,0.047,0.000
SER_235338AAA595659.PDF,PAGINA 4,FORMANDLOCATION,M,0.000,0.100,0.100,0.049,0.049,0.000
SER_235338AAA595659.PDF,PAGINA 5,LOC28,Z,-9.050,0.050,0.050,-9.021,0.029,0.000
SER_235338AAA595659.PDF,PAGINA 5,LOC22,R,0.500,0.100,0.100,0.547,0.047,0.000
SER_235338AAA595659.PDF,PAGINA 5,DIST11,M,81.400,0.050,0.050,81.415,0.015,0.000
SER_235338AAA595659.PDF,PAGINA 6,DIST12,M,115.550,0.300,0.300,115.601,0.051,0.000
SER_235338AAA595659.PDF,PAGINA 6,LOC23,R,0.500,0.100,0.100,0.520,0.020,0.000
SER_235338AAA595659.PDF,PAGINA 6,DIST9,M,4.800,0.300,0.300,4.867,0.067,0.000
SER_235338AAA595659.PDF,PAGINA 6,FORMANDLOCATION,M,0.000,0.200,0.200,0.009,0.009,0.000
SER_235338AAA595659.PDF,PAGINA 6,FORMANDLOCATION,M,0.000,0.200,0.200,0.013,0.013,0.000
SER_235338AAA595659.PDF,PAGINA 6,FORMANDLOCATION,M,0.000,0.200,0.200,0.049,0.049,0.000
SER_235338AAA595659.PDF,PAGINA 6,FORMANDLOCATION,M,0.000,0.200,0.200,0.049,0.049,0.000
SER_235338AAA595659.PDF,PAGINA 6,DIST13,M,1.100,0.100,0.100,1.158,0.058,0.000
SER_235338AAA595659.PDF,PAGINA 6,DIST15,M,1.100,0.100,0.100,1.146,0.046,0.000
SER_235338AAA595659.PDF,PAGINA 7,LOC36,R,0.500,0.100,0.100,0.533,0.033,0.000
SER_235338AAA595659.PDF,PAGINA 7,LOC51,R,0.500,0.100,0.100,0.508,0.008,0.000
SER_235338AAA595659.PDF,PAGINA 7,FORMANDLOCATION,M,0.000,0.200,0.200,0.050,0.050,0.000
SER_235338AAA595659.PDF,PAGINA 7,FORMANDLOCATION,M,0.000,0.200,0.200,0.051,0.051,0.000
SER_235338AAA595659.PDF,PAGINA 7,FORMANDLOCATION,M,0.000,0.100,0.100,0.040,0.040,0.000
SER_235338AAA595659.PDF,PAGINA 7,FORMANDLOCATION,M,0.000,0.100,0.100,0.009,0.009,0.000
SER_235338AAA595659.PDF,PAGINA 7,LOC37,R,1.500,0.050,0.050,1.505,0.005,0.000
SER_235338AAA595659.PDF,PAGINA 7,LOC4S,R,1.500,0.050,0.050,1.504,0.004,0.000
SER_235338AAA595659.PDF,PAGINA 7,FORMANDLOCATION,M,0.000,0.100,0.100,0.087,0.087,0.000
SER_235338AAA595659.PDF,PAGINA 7,FORMANDLOCATION,M,0.000,0.100,0.100,0.037,0.037,0.000
SER_235338AAA595659.PDF,PAGINA 8,DIST1,M,17.600,0.100,0.100,17.598,-0.002,0.000
SER_235338AAA595659.PDF,PAGINA 8,DIST2,M,17.600,0.100,0.100,17.592,-0.008,0.000
SER_235338AAA595659.PDF,PAGINA 8,FORMANDLOCATION,M,0.000,0.100,0.100,0.058,0.058,0.000
SER_235338AAA595659.PDF,PAGINA 8,FORMANDLOCATION,M,0.000,0.100,0.100,0.062,0.062,0.000
SER_235338AAA595659.PDF,PAGINA 8,FORMANDLOCATION,M,0.000,0.100,0.100,0.017,0.017,0.000
SER_235338AAA595659.PDF,PAGINA 8,FORMANDLOCATION,M,0.000,0.100,0.100,0.013,0.013,0.000
SER_235338AAA595659.PDF,PAGINA 9,DIST3,M,11.050,0.050,0.050,10.984,-0.066,0.016
SER_235338AAA595659.PDF,PAGINA 9,DIST14,M,11.050,0.050,0.050,10.983,-0.067,0.017
SER_235338AAA595659.PDF,PAGINA 9,DIST4,M,8.000,0.100,0.100,8.058,0.058,0.000
SER_235338AAA595659.PDF,PAGINA 9,DIST16,M,8.000,0.100,0.100,8.012,0.012,0.000
SER_235338AAA595659.PDF,PAGINA 9,nimic,M,0.000,0.200,0.000,0.114,0.114,0.000
SER_235338AAA595659.PDF,PAGINA 9,nimic,M,0.000,0.200,0.000,0.020,0.020,0.000
SER_235338AAA595659.PDF,PAGINA 9,nimic,M,0.000,0.200,0.000,0.004,0.004,0.000
SER_235338AAA595659.PDF,PAGINA 9,nimic,M,0.000,0.200,0.000,0.089,0.089,0.000
SER_235338AAA595659.PDF,PAGINA 9,nimic,M,0.000,0.200,0.000,0.086,0.086,0.000
SER_235338AAA595660.PDF,PAGINA 1,LOC43,R,3.000,0.300,0.300,2.972,-0.028,0.000
SER_235338AAA595660.PDF,PAGINA 1,LOC44,R,3.000,0.300,0.300,2.988,-0.012,0.000
SER_235338AAA595660.PDF,PAGINA 1,LOC16,R,2.000,0.300,0.300,1.892,-0.108,0.000
SER_235338AAA595660.PDF,PAGINA 1,LOC17,R,2.000,0.300,0.300,1.903,-0.097,0.000
SER_235338AAA595660.PDF,PAGINA 1,DIST6,M,17.000,0.001,0.001,17.000,0.000,0.000
SER_235338AAA595660.PDF,PAGINA 2,LOC4Z,R,91.500,0.300,0.300,91.471,-0.029,0.000
SER_235338AAA595660.PDF,PAGINA 2,LOC25,R,5.000,0.100,0.100,5.010,0.010,0.000
SER_235338AAA595660.PDF,PAGINA 2,LOC26,R,5.000,0.100,0.100,5.023,0.023,0.000
SER_235338AAA595660.PDF,PAGINA 2,DIST8,M,6.720,0.100,0.100,6.767,0.047,0.000
SER_235338AAA595660.PDF,PAGINA 2,DIST1O,M,6.720,0.100,0.100,6.764,0.044,0.000
SER_235338AAA595660.PDF,PAGINA 2,nimic,M,0.000,0.050,0.000,0.002,0.002,0.000
SER_235338AAA595660.PDF,POSITION MM,FCFLOC2,A,0.000,0.050,0.019,0.019,90.000,0
SER_235338AAA595660.PDF,PAGINA 3,DISTS,M,9.050,0.050,0.050,9.073,0.023,0.000
SER_235338AAA595660.PDF,PAGINA 3,DIST7,M,9.050,0.050,0.050,9.065,0.015,0.000
SER_235338AAA595660.PDF,PAGINA 3,FORMANDLOCATION,M,0.000,0.200,0.200,0.023,0.023,0.000
SER_235338AAA595660.PDF,PAGINA 3,FORMANDLOCATION,M,0.000,0.200,0.200,0.021,0.021,0.000
SER_235338AAA595660.PDF,PAGINA 3,FORMANDLOCATION,M,0.000,0.200,0.200,0.031,0.031,0.000
SER_235338AAA595660.PDF,PAGINA 4,FORMANDLOCATION,M,0.000,0.200,0.200,0.020,0.020,0.000
SER_235338AAA595660.PDF,PAGINA 4,FORMANDLOCATION,M,0.000,0.100,0.100,0.035,0.035,0.000
SER_235338AAA595660.PDF,PAGINA 4,FORMANDLOCATION,M,0.000,0.100,0.100,0.044,0.044,0.000
SER_235338AAA595660.PDF,PAGINA 4,FORMANDLOCATION,M,0.000,0.100,0.100,0.046,0.046,0.000
SER_235338AAA595660.PDF,PAGINA 4,FORMANDLOCATION,M,0.000,0.100,0.100,0.048,0.048,0.000
SER_235338AAA595660.PDF,PAGINA 5,LOC28,Z,-9.050,0.050,0.050,-9.020,0.030,0.000
SER_235338AAA595660.PDF,PAGINA 5,LOC22,R,0.500,0.100,0.100,0.510,0.010,0.000
SER_235338AAA595660.PDF,PAGINA 5,DIST11,M,81.400,0.050,0.050,81.406,0.006,0.000
SER_235338AAA595660.PDF,PAGINA 6,DIST12,M,115.550,0.300,0.300,115.594,0.044,0.000
SER_235338AAA595660.PDF,PAGINA 6,LOC23,R,0.500,0.100,0.100,0.526,0.026,0.000
SER_235338AAA595660.PDF,PAGINA 6,DIST9,M,4.800,0.300,0.300,4.870,0.070,0.000
SER_235338AAA595660.PDF,PAGINA 6,FORMANDLOCATION,M,0.000,0.200,0.200,0.009,0.009,0.000
SER_235338AAA595660.PDF,PAGINA 6,FORMANDLOCATION,M,0.000,0.200,0.200,0.011,0.011,0.000
SER_235338AAA595660.PDF,PAGINA 6,FORMANDLOCATION,M,0.000,0.200,0.200,0.042,0.042,0.000
SER_235338AAA595660.PDF,PAGINA 6,FORMANDLOCATION,M,0.000,0.200,0.200,0.038,0.038,0.000
SER_235338AAA595660.PDF,PAGINA 6,DIST13,M,1.100,0.100,0.100,1.149,0.049,0.000
SER_235338AAA595660.PDF,PAGINA 6,DIST15,M,1.100,0.100,0.100,1.147,0.047,0.000
SER_235338AAA595660.PDF,PAGINA 7,LOC36,R,0.500,0.100,0.100,0.532,0.032,0.000
SER_235338AAA595660.PDF,PAGINA 7,LOC51,R,0.500,0.100,0.100,0.503,0.003,0.000
SER_235338AAA595660.PDF,PAGINA 7,FORMANDLOCATION,M,0.000,0.200,0.200,0.050,0.050,0.000
SER_235338AAA595660.PDF,PAGINA 7,FORMANDLOCATION,M,0.000,0.200,0.200,0.050,0.050,0.000
SER_235338AAA595660.PDF,PAGINA 7,FORMANDLOCATION,M,0.000,0.100,0.100,0.041,0.041,0.000
SER_235338AAA595660.PDF,PAGINA 7,FORMANDLOCATION,M,0.000,0.100,0.100,0.009,0.009,0.000
SER_235338AAA595660.PDF,PAGINA 7,LOC37,R,1.500,0.050,0.050,1.505,0.005,0.000
SER_235338AAA595660.PDF,PAGINA 7,LOC4S,R,1.500,0.050,0.050,1.502,0.002,0.000
SER_235338AAA595660.PDF,PAGINA 7,FORMANDLOCATION,M,0.000,0.100,0.100,0.080,0.080,0.000
SER_235338AAA595660.PDF,PAGINA 7,FORMANDLOCATION,M,0.000,0.100,0.100,0.034,0.034,0.000
SER_235338AAA595660.PDF,PAGINA 8,DIST1,M,17.600,0.100,0.100,17.602,0.002,0.000
SER_235338AAA595660.PDF,PAGINA 8,DIST2,M,17.600,0.100,0.100,17.596,-0.004,0.000
SER_235338AAA595660.PDF,PAGINA 8,FORMANDLOCATION,M,0.000,0.100,0.100,0.058,0.058,0.000
SER_235338AAA595660.PDF,PAGINA 8,FORMANDLOCATION,M,0.000,0.100,0.100,0.061,0.061,0.000
SER_235338AAA595660.PDF,PAGINA 8,FORMANDLOCATION,M,0.000,0.100,0.100,0.016,0.016,0.000
SER_235338AAA595660.PDF,PAGINA 8,FORMANDLOCATION,M,0.000,0.100,0.100,0.014,0.014,0.000
SER_235338AAA595660.PDF,PAGINA 9,DIST3,M,11.050,0.050,0.050,10.983,-0.067,0.017
SER_235338AAA595660.PDF,PAGINA 9,DIST14,M,11.050,0.050,0.050,10.982,-0.068,0.018
SER_235338AAA595660.PDF,PAGINA 9,DIST4,M,8.000,0.100,0.100,8.059,0.059,0.000
SER_235338AAA595660.PDF,PAGINA 9,DIST16,M,8.000,0.100,0.100,8.012,0.012,0.000
SER_235338AAA595660.PDF,PAGINA 9,nimic,M,0.000,0.200,0.000,0.108,0.108,0.000
SER_235338AAA595660.PDF,PAGINA 9,nimic,M,0.000,0.200,0.000,0.004,0.004,0.000
SER_235338AAA595660.PDF,PAGINA 9,nimic,M,0.000,0.200,0.000,0.006,0.006,0.000
SER_235338AAA595660.PDF,PAGINA 9,nimic,M,0.000,0.200,0.000,0.087,0.087,0.000
SER_235338AAA595660.PDF,PAGINA 9,nimic,M,0.000,0.200,0.000,0.097,0.097,0.000
SER_235338AAA595661.PDF,PAGINA 1,LOC43,R,3.000,0.300,0.300,2.983,-0.017,0.000
SER_235338AAA595661.PDF,PAGINA 1,LOC44,R,3.000,0.300,0.300,2.974,-0.026,0.000
SER_235338AAA595661.PDF,PAGINA 1,LOC16,R,2.000,0.300,0.300,1.909,-0.091,0.000
SER_235338AAA595661.PDF,PAGINA 1,LOC17,R,2.000,0.300,0.300,1.906,-0.094,0.000
SER_235338AAA595661.PDF,PAGINA 1,DIST6,M,17.000,0.001,0.001,17.000,0.000,0.000
SER_235338AAA595661.PDF,PAGINA 2,LOC4Z,R,91.500,0.300,0.300,91.471,-0.029,0.000
SER_235338AAA595661.PDF,PAGINA 2,LOC25,R,5.000,0.100,0.100,5.010,0.010,0.000
SER_235338AAA595661.PDF,PAGINA 2,LOC26,R,5.000,0.100,0.100,5.016,0.016,0.000
SER_235338AAA595661.PDF,PAGINA 2,DIST8,M,6.720,0.100,0.100,6.775,0.055,0.000
SER_235338AAA595661.PDF,PAGINA 2,DIST1O,M,6.720,0.100,0.100,6.774,0.054,0.000
SER_235338AAA595661.PDF,PAGINA 2,nimic,M,0.000,0.050,0.000,0.002,0.002,0.000
SER_235338AAA595661.PDF,POSITION MM,FCFLOC2,A,0.000,0.050,0.024,0.024,90.000,0
SER_235338AAA595661.PDF,PAGINA 3,DISTS,M,9.050,0.050,0.050,9.068,0.018,0.000
SER_235338AAA595661.PDF,PAGINA 3,DIST7,M,9.050,0.050,0.050,9.063,0.013,0.000
SER_235338AAA595661.PDF,PAGINA 3,FORMANDLOCATION,M,0.000,0.200,0.200,0.028,0.028,0.000
SER_235338AAA595661.PDF,PAGINA 3,FORMANDLOCATION,M,0.000,0.200,0.200,0.026,0.026,0.000
SER_235338AAA595661.PDF,PAGINA 3,FORMANDLOCATION,M,0.000,0.200,0.200,0.028,0.028,0.000
SER_235338AAA595661.PDF,PAGINA 4,FORMANDLOCATION,M,0.000,0.200,0.200,0.019,0.019,0.000
SER_235338AAA595661.PDF,PAGINA 4,FORMANDLOCATION,M,0.000,0.100,0.100,0.035,0.035,0.000
SER_235338AAA595661.PDF,PAGINA 4,FORMANDLOCATION,M,0.000,0.100,0.100,0.040,0.040,0.000
SER_235338AAA595661.PDF,PAGINA 4,FORMANDLOCATION,M,0.000,0.100,0.100,0.042,0.042,0.000
SER_235338AAA595661.PDF,PAGINA 4,FORMANDLOCATION,M,0.000,0.100,0.100,0.045,0.045,0.000
SER_235338AAA595661.PDF,PAGINA 5,LOC28,Z,-9.050,0.050,0.050,-9.034,0.016,0.000
SER_235338AAA595661.PDF,PAGINA 5,LOC22,R,0.500,0.100,0.100,0.516,0.016,0.000
SER_235338AAA595661.PDF,PAGINA 5,DIST11,M,81.400,0.050,0.050,81.404,0.004,0.000
SER_235338AAA595661.PDF,PAGINA 6,DIST12,M,115.550,0.300,0.300,115.581,0.031,0.000
SER_235338AAA595661.PDF,PAGINA 6,LOC23,R,0.500,0.100,0.100,0.525,0.025,0.000
SER_235338AAA595661.PDF,PAGINA 6,DIST9,M,4.800,0.300,0.300,4.870,0.070,0.000
SER_235338AAA595661.PDF,PAGINA 6,FORMANDLOCATION,M,0.000,0.200,0.200,0.010,0.010,0.000
SER_235338AAA595661.PDF,PAGINA 6,FORMANDLOCATION,M,0.000,0.200,0.200,0.013,0.013,0.000
SER_235338AAA595661.PDF,PAGINA 6,FORMANDLOCATION,M,0.000,0.200,0.200,0.037,0.037,0.000
SER_235338AAA595661.PDF,PAGINA 6,FORMANDLOCATION,M,0.000,0.200,0.200,0.036,0.036,0.000
SER_235338AAA595661.PDF,PAGINA 6,DIST13,M,1.100,0.100,0.100,1.158,0.058,0.000
SER_235338AAA595661.PDF,PAGINA 6,DIST15,M,1.100,0.100,0.100,1.154,0.054,0.000
SER_235338AAA595661.PDF,PAGINA 7,LOC36,R,0.500,0.100,0.100,0.533,0.033,0.000
SER_235338AAA595661.PDF,PAGINA 7,LOC51,R,0.500,0.100,0.100,0.514,0.014,0.000
SER_235338AAA595661.PDF,PAGINA 7,FORMANDLOCATION,M,0.000,0.200,0.200,0.057,0.057,0.000
SER_235338AAA595661.PDF,PAGINA 7,FORMANDLOCATION,M,0.000,0.200,0.200,0.058,0.058,0.000
SER_235338AAA595661.PDF,PAGINA 7,FORMANDLOCATION,M,0.000,0.100,0.100,0.033,0.033,0.000
SER_235338AAA595661.PDF,PAGINA 7,FORMANDLOCATION,M,0.000,0.100,0.100,0.018,0.018,0.000
SER_235338AAA595661.PDF,PAGINA 7,LOC37,R,1.500,0.050,0.050,1.502,0.002,0.000
SER_235338AAA595661.PDF,PAGINA 7,LOC4S,R,1.500,0.050,0.050,1.502,0.002,0.000
SER_235338AAA595661.PDF,PAGINA 7,FORMANDLOCATION,M,0.000,0.100,0.100,0.082,0.082,0.000
SER_235338AAA595661.PDF,PAGINA 7,FORMANDLOCATION,M,0.000,0.100,0.100,0.046,0.046,0.000
SER_235338AAA595661.PDF,PAGINA 8,DIST1,M,17.600,0.100,0.100,17.603,0.003,0.000
SER_235338AAA595661.PDF,PAGINA 8,DIST2,M,17.600,0.100,0.100,17.597,-0.003,0.000
SER_235338AAA595661.PDF,PAGINA 8,FORMANDLOCATION,M,0.000,0.100,0.100,0.052,0.052,0.000
SER_235338AAA595661.PDF,PAGINA 8,FORMANDLOCATION,M,0.000,0.100,0.100,0.055,0.055,0.000
SER_235338AAA595661.PDF,PAGINA 8,FORMANDLOCATION,M,0.000,0.100,0.100,0.011,0.011,0.000
SER_235338AAA595661.PDF,PAGINA 8,FORMANDLOCATION,M,0.000,0.100,0.100,0.006,0.006,0.000
SER_235338AAA595661.PDF,PAGINA 9,DIST3,M,11.050,0.050,0.050,11.000,-0.050,0.000
SER_235338AAA595661.PDF,PAGINA 9,DIST14,M,11.050,0.050,0.050,10.997,-0.053,0.003
SER_235338AAA595661.PDF,PAGINA 9,DIST4,M,8.000,0.100,0.100,8.058,0.058,0.000
SER_235338AAA595661.PDF,PAGINA 9,DIST16,M,8.000,0.100,0.100,8.011,0.011,0.000
SER_235338AAA595661.PDF,PAGINA 9,nimic,M,0.000,0.200,0.000,0.106,0.106,0.000
SER_235338AAA595661.PDF,PAGINA 9,nimic,M,0.000,0.200,0.000,0.019,0.019,0.000
SER_235338AAA595661.PDF,PAGINA 9,nimic,M,0.000,0.200,0.000,0.004,0.004,0.000
SER_235338AAA595661.PDF,PAGINA 9,nimic,M,0.000,0.200,0.000,0.084,0.084,0.000
SER_235338AAA595661.PDF,PAGINA 9,nimic,M,0.000,0.200,0.000,0.081,0.081,0.000
SER_235338AAA595662.PDF,PAGINA 1,LOC43,R,3.000,0.300,0.300,2.960,-0.040,0.000
SER_235338AAA595662.PDF,PAGINA 1,LOC44,R,3.000,0.300,0.300,2.978,-0.022,0.000
SER_235338AAA595662.PDF,PAGINA 1,LOC16,R,2.000,0.300,0.300,1.923,-0.077,0.000
SER_235338AAA595662.PDF,PAGINA 1,LOC17,R,2.000,0.300,0.300,1.908,-0.092,0.000
SER_235338AAA595662.PDF,PAGINA 1,DIST6,M,17.000,0.001,0.001,17.000,0.000,0.000
SER_235338AAA595662.PDF,PAGINA 2,LOC4Z,R,91.500,0.300,0.300,91.471,-0.029,0.000
SER_235338AAA595662.PDF,PAGINA 2,LOC25,R,5.000,0.100,0.100,5.011,0.011,0.000
SER_235338AAA595662.PDF,PAGINA 2,LOC26,R,5.000,0.100,0.100,5.022,0.022,0.000
SER_235338AAA595662.PDF,PAGINA 2,DIST8,M,6.720,0.100,0.100,6.767,0.047,0.000
SER_235338AAA595662.PDF,PAGINA 2,DIST1O,M,6.720,0.100,0.100,6.766,0.046,0.000
