PartName,Fisier,Caracteristica,Cod,Axa,NOMINAL,+TOL,-TOL,MEAS,DEV,OUTTOL
N/A,SER_235338AAA601224.PDF,Pagina 4,N/A,D,14.000,0.100,0.100,14.009,0.009,0.000
N/A,SER_235338AAA601224.PDF,Pagina 4,N/A,D,7.000,0.100,0.100,7.040,0.040,0.000
N/A,SER_235338AAA601224.PDF,Pagina 4,N/A,D,7.000,0.100,0.100,7.028,0.028,0.000
N/A,SER_235338AAA601224.PDF,Pagina 4,N/A,D,7.000,0.100,0.100,7.028,0.028,0.000
N/A,SER_235338AAA601224.PDF,Pagina 5,N/A,Z,-9.050,0.050,0.050,-9.035,0.015,0.000
N/A,SER_235338AAA601224.PDF,Pagina 5,N/A,D,5.960,0.100,0.100,6.024,0.064,0.000
N/A,SER_235338AAA601224.PDF,Pagina 5,N/A,D,5.960,0.100,0.100,6.020,0.060,0.000
N/A,SER_235338AAA601224.PDF,Pagina 5,N/A,R,0.500,0.100,0.100,0.511,0.011,0.000
N/A,SER_235338AAA601224.PDF,Pagina 5,N/A,M,81.400,0.050,0.050,81.388,-0.012,0.000
N/A,SER_235338AAA601224.PDF,Pagina 6,N/A,M,115.550,0.300,0.300,115.584,0.034,0.000
N/A,SER_235338AAA601224.PDF,Pagina 6,N/A,R,0.500,0.100,0.100,0.523,0.023,0.000
N/A,SER_235338AAA601224.PDF,Pagina 6,N/A,M,4.800,0.300,0.300,4.889,0.089,0.000
N/A,SER_235338AAA601224.PDF,Pagina 6,N/A,M,0.000,0.200,0.200,0.033,0.033,0.000
N/A,SER_235338AAA601224.PDF,Pagina 6,N/A,M,0.000,0.200,0.200,0.027,0.027,0.000
N/A,SER_235338AAA601224.PDF,Pagina 6,N/A,M,0.000,0.200,0.200,0.030,0.030,0.000
N/A,SER_235338AAA601224.PDF,Pagina 6,N/A,M,0.000,0.200,0.200,0.027,0.027,0.000
N/A,SER_235338AAA601224.PDF,Pagina 6,N/A,M,1.100,0.100,0.100,1.160,0.060,0.000
N/A,SER_235338AAA601224.PDF,Pagina 6,N/A,M,1.100,0.100,0.100,1.147,0.047,0.000
N/A,SER_235338AAA601224.PDF,Pagina 7,N/A,R,0.500,0.100,0.100,0.498,-0.002,0.000
N/A,SER_235338AAA601224.PDF,Pagina 7,N/A,R,0.500,0.100,0.100,0.513,0.013,0.000
N/A,SER_235338AAA601224.PDF,Pagina 7,N/A,M,0.000,0.200,0.200,0.029,0.029,0.000
N/A,SER_235338AAA601224.PDF,Pagina 7,N/A,M,0.000,0.200,0.200,0.027,0.027,0.000
N/A,SER_235338AAA601224.PDF,Pagina 7,N/A,M,0.000,0.100,0.100,0.004,0.004,0.000
N/A,SER_235338AAA601224.PDF,Pagina 7,N/A,M,0.000,0.100,0.100,0.013,0.013,0.000
N/A,SER_235338AAA601224.PDF,Pagina 7,N/A,R,1.500,0.050,0.050,1.504,0.004,0.000
N/A,SER_235338AAA601224.PDF,Pagina 7,N/A,R,1.500,0.050,0.050,1.503,0.003,0.000
N/A,SER_235338AAA601224.PDF,Pagina 7,N/A,M,0.000,0.100,0.100,0.027,0.027,0.000
N/A,SER_235338AAA601224.PDF,Pagina 7,N/A,M,0.000,0.100,0.100,0.034,0.034,0.000
N/A,SER_235338AAA601224.PDF,Pagina 8,N/A,M,17.600,0.100,0.100,17.619,0.019,0.000
N/A,SER_235338AAA601224.PDF,Pagina 8,N/A,M,17.600,0.100,0.100,17.613,0.013,0.000
N/A,SER_235338AAA601224.PDF,Pagina 8,N/A,M,0.000,0.100,0.100,0.013,0.013,0.000
N/A,SER_235338AAA601224.PDF,Pagina 8,N/A,M,0.000,0.100,0.100,0.012,0.012,0.000
N/A,SER_235338AAA601224.PDF,Pagina 8,N/A,M,0.000,0.100,0.100,0.021,0.021,0.000
N/A,SER_235338AAA601224.PDF,Pagina 8,N/A,M,0.000,0.100,0.100,0.020,0.020,0.000
N/A,SER_235338AAA601224.PDF,Pagina 9,N/A,M,11.050,0.050,0.050,11.018,-0.032,0.000
N/A,SER_235338AAA601224.PDF,Pagina 9,N/A,M,11.050,0.050,0.050,11.019,-0.031,0.000
N/A,SER_235338AAA601224.PDF,Pagina 9,N/A,M,8.000,0.100,0.100,8.038,0.038,0.000
N/A,SER_235338AAA601224.PDF,Pagina 9,N/A,M,8.000,0.100,0.100,8.011,0.011,0.000
N/A,SER_235338AAA601224.PDF,Pagina 9,N/A,M,0.000,0.200,0.000,0.016,0.016,0.000
N/A,SER_235338AAA601224.PDF,Pagina 9,N/A,M,0.000,0.200,0.000,0.009,0.009,0.000
N/A,SER_235338AAA601224.PDF,Pagina 9,N/A,M,0.000,0.200,0.000,0.005,0.005,0.000
N/A,SER_235338AAA601224.PDF,Pagina 9,N/A,M,0.000,0.200,0.000,0.005,0.005,0.000
N/A,SER_235338AAA601224.PDF,Pagina 9,N/A,M,0.000,0.200,0.000,0.035,0.035,0.000
N/A,SER_235338AAA601225.PDF,Pagina 1,N/A,D,19.000,0.150,0.150,19.004,0.004,0.000
N/A,SER_235338AAA601225.PDF,Pagina 1,N/A,R,3.000,0.300,0.300,2.976,-0.024,0.000
N/A,SER_235338AAA601225.PDF,Pagina 1,N/A,R,3.000,0.300,0.300,2.989,-0.011,0.000
N/A,SER_235338AAA601225.PDF,Pagina 1,N/A,R,2.000,0.300,0.300,1.932,-0.068,0.000
N/A,SER_235338AAA601225.PDF,Pagina 1,N/A,R,2.000,0.300,0.300,1.924,-0.076,0.000
N/A,SER_235338AAA601225.PDF,Pagina 1,N/A,M,17.000,0.001,0.001,17.000,0.000,0.000
N/A,SER_235338AAA601225.PDF,Pagina 2,N/A,R,91.500,0.300,0.300,91.471,-0.029,0.000
N/A,SER_235338AAA601225.PDF,Pagina 2,N/A,R,5.000,0.100,0.100,5.008,0.008,0.000
N/A,SER_235338AAA601225.PDF,Pagina 2,N/A,R,5.000,0.100,0.100,5.007,0.007,0.000
N/A,SER_235338AAA601225.PDF,Pagina 2,N/A,M,6.720,0.100,0.100,6.729,0.009,0.000
N/A,SER_235338AAA601225.PDF,Pagina 2,N/A,M,6.720,0.100,0.100,6.722,0.002,0.000
N/A,SER_235338AAA601225.PDF,Pagina 2,N/A,D,8.440,0.020,0.020,8.454,0.014,0.000
N/A,SER_235338AAA601225.PDF,Pagina 2,N/A,M,0.000,0.050,0.000,0.002,0.002,0.000
N/A,SER_235338AAA601225.PDF,POSITION MM,N/A,A,0.000,0.050,0.033,0.033,-90.000,0.000
N/A,SER_235338AAA601225.PDF,Pagina 3,N/A,D,11.500,0.100,0.100,11.523,0.023,0.000
N/A,SER_235338AAA601225.PDF,Pagina 3,N/A,M,9.050,0.050,0.050,9.030,-0.020,0.000
N/A,SER_235338AAA601225.PDF,Pagina 3,N/A,M,9.050,0.050,0.050,9.068,0.018,0.000
N/A,SER_235338AAA601225.PDF,Pagina 3,N/A,M,0.000,0.200,0.200,0.019,0.019,0.000
N/A,SER_235338AAA601225.PDF,Pagina 3,N/A,M,0.000,0.200,0.200,0.022,0.022,0.000
N/A,SER_235338AAA601225.PDF,Pagina 3,N/A,M,0.000,0.200,0.200,0.030,0.030,0.000
N/A,SER_235338AAA601225.PDF,Pagina 4,N/A,M,0.000,0.200,0.200,0.008,0.008,0.000
N/A,SER_235338AAA601225.PDF,Pagina 4,N/A,M,0.000,0.100,0.100,0.036,0.036,0.000
N/A,SER_235338AAA601225.PDF,Pagina 4,N/A,M,0.000,0.100,0.100,0.043,0.043,0.000
N/A,SER_235338AAA601225.PDF,Pagina 4,N/A,M,0.000,0.100,0.100,0.041,0.041,0.000
N/A,SER_235338AAA601225.PDF,Pagina 4,N/A,M,0.000,0.100,0.100,0.042,0.042,0.000
N/A,SER_235338AAA601225.PDF,Pagina 4,N/A,D,14.000,0.100,0.100,14.008,0.008,0.000
N/A,SER_235338AAA601225.PDF,Pagina 4,N/A,D,7.000,0.100,0.100,7.036,0.036,0.000
N/A,SER_235338AAA601225.PDF,Pagina 4,N/A,D,7.000,0.100,0.100,7.028,0.028,0.000
N/A,SER_235338AAA601225.PDF,Pagina 4,N/A,D,7.000,0.100,0.100,7.029,0.029,0.000
N/A,SER_235338AAA601225.PDF,Pagina 5,N/A,Z,-9.050,0.050,0.050,-9.037,0.013,0.000
N/A,SER_235338AAA601225.PDF,Pagina 5,N/A,D,5.960,0.100,0.100,6.026,0.066,0.000
N/A,SER_235338AAA601225.PDF,Pagina 5,N/A,D,5.960,0.100,0.100,6.018,0.058,0.000
N/A,SER_235338AAA601225.PDF,Pagina 5,N/A,R,0.500,0.100,0.100,0.518,0.018,0.000
N/A,SER_235338AAA601225.PDF,Pagina 5,N/A,M,81.400,0.050,0.050,81.387,-0.013,0.000
N/A,SER_235338AAA601225.PDF,Pagina 6,N/A,M,115.550,0.300,0.300,115.580,0.030,0.000
N/A,SER_235338AAA601225.PDF,Pagina 6,N/A,R,0.500,0.100,0.100,0.515,0.015,0.000
N/A,SER_235338AAA601225.PDF,Pagina 6,N/A,M,4.800,0.300,0.300,4.890,0.090,0.000
N/A,SER_235338AAA601225.PDF,Pagina 6,N/A,M,0.000,0.200,0.200,0.021,0.021,0.000
N/A,SER_235338AAA601225.PDF,Pagina 6,N/A,M,0.000,0.200,0.200,0.005,0.005,0.000
N/A,SER_235338AAA601225.PDF,Pagina 6,N/A,M,0.000,0.200,0.200,0.029,0.029,0.000
N/A,SER_235338AAA601225.PDF,Pagina 6,N/A,M,0.000,0.200,0.200,0.026,0.026,0.000
N/A,SER_235338AAA601225.PDF,Pagina 6,N/A,M,1.100,0.100,0.100,1.153,0.053,0.000
N/A,SER_235338AAA601225.PDF,Pagina 6,N/A,M,1.100,0.100,0.100,1.153,0.053,0.000
N/A,SER_235338AAA601225.PDF,Pagina 7,N/A,R,0.500,0.100,0.100,0.508,0.008,0.000
N/A,SER_235338AAA601225.PDF,Pagina 7,N/A,R,0.500,0.100,0.100,0.523,0.023,0.000
N/A,SER_235338AAA601225.PDF,Pagina 7,N/A,M,0.000,0.200,0.200,0.029,0.029,0.000
N/A,SER_235338AAA601225.PDF,Pagina 7,N/A,M,0.000,0.200,0.200,0.024,0.024,0.000
N/A,SER_235338AAA601225.PDF,Pagina 7,N/A,M,0.000,0.100,0.100,0.006,0.006,0.000
N/A,SER_235338AAA601225.PDF,Pagina 7,N/A,M,0.000,0.100,0.100,0.010,0.010,0.000
N/A,SER_235338AAA601225.PDF,Pagina 7,N/A,R,1.500,0.050,0.050,1.504,0.004,0.000
N/A,SER_235338AAA601225.PDF,Pagina 7,N/A,R,1.500,0.050,0.050,1.502,0.002,0.000
N/A,SER_235338AAA601225.PDF,Pagina 7,N/A,M,0.000,0.100,0.100,0.024,0.024,0.000
N/A,SER_235338AAA601225.PDF,Pagina 7,N/A,M,0.000,0.100,0.100,0.037,0.037,0.000
N/A,SER_235338AAA601225.PDF,Pagina 8,N/A,M,17.600,0.100,0.100,17.624,0.024,0.000
N/A,SER_235338AAA601225.PDF,Pagina 8,N/A,M,17.600,0.100,0.100,17.618,0.018,0.000
N/A,SER_235338AAA601225.PDF,Pagina 8,N/A,M,0.000,0.100,0.100,0.012,0.012,0.000
N/A,SER_235338AAA601225.PDF,Pagina 8,N/A,M,0.000,0.100,0.100,0.013,0.013,0.000
N/A,SER_235338AAA601225.PDF,Pagina 8,N/A,M,0.000,0.100,0.100,0.019,0.019,0.000
N/A,SER_235338AAA601225.PDF,Pagina 8,N/A,M,0.000,0.100,0.100,0.019,0.019,0.000
N/A,SER_235338AAA601225.PDF,Pagina 9,N/A,M,11.050,0.050,0.050,11.020,-0.030,0.000
N/A,SER_235338AAA601225.PDF,Pagina 9,N/A,M,11.050,0.050,0.050,11.019,-0.031,0.000
N/A,SER_235338AAA601225.PDF,Pagina 9,N/A,M,8.000,0.100,0.100,8.038,0.038,0.000
N/A,SER_235338AAA601225.PDF,Pagina 9,N/A,M,8.000,0.100,0.100,8.008,0.008,0.000
N/A,SER_235338AAA601225.PDF,Pagina 9,N/A,M,0.000,0.200,0.000,0.025,0.025,0.000
N/A,SER_235338AAA601225.PDF,Pagina 9,N/A,M,0.000,0.200,0.000,0.005,0.005,0.000
N/A,SER_235338AAA601225.PDF,Pagina 9,N/A,M,0.000,0.200,0.000,0.009,0.009,0.000
N/A,SER_235338AAA601225.PDF,Pagina 9,N/A,M,0.000,0.200,0.000,0.005,0.005,0.000
N/A,SER_235338AAA601225.PDF,Pagina 9,N/A,M,0.000,0.200,0.000,0.021,0.021,0.000
N/A,SER_235338AAA601226.PDF,Pagina 1,N/A,D,19.000,0.150,0.150,19.005,0.005,0.000
N/A,SER_235338AAA601226.PDF,Pagina 1,N/A,R,3.000,0.300,0.300,2.884,-0.116,0.000
N/A,SER_235338AAA601226.PDF,Pagina 1,N/A,R,3.000,0.300,0.300,3.011,0.011,0.000
N/A,SER_235338AAA601226.PDF,Pagina 1,N/A,R,2.000,0.300,0.300,1.931,-0.069,0.000
N/A,SER_235338AAA601226.PDF,Pagina 1,N/A,R,2.000,0.300,0.300,1.915,-0.085,0.000
N/A,SER_235338AAA601226.PDF,Pagina 1,N/A,M,17.000,0.001,0.001,17.000,0.000,0.000
N/A,SER_235338AAA601226.PDF,Pagina 2,N/A,R,91.500,0.300,0.300,91.471,-0.029,0.000
N/A,SER_235338AAA601226.PDF,Pagina 2,N/A,R,5.000,0.100,0.100,5.013,0.013,0.000
N/A,SER_235338AAA601226.PDF,Pagina 2,N/A,R,5.000,0.100,0.100,5.016,0.016,0.000
N/A,SER_235338AAA601226.PDF,Pagina 2,N/A,M,6.720,0.100,0.100,6.731,0.011,0.000
N/A,SER_235338AAA601226.PDF,Pagina 2,N/A,M,6.720,0.100,0.100,6.728,0.008,0.000
N/A,SER_235338AAA601226.PDF,Pagina 2,N/A,D,8.440,0.020,0.020,8.455,0.015,0.000
N/A,SER_235338AAA601226.PDF,Pagina 2,N/A,M,0.000,0.050,0.000,0.006,0.006,0.000
N/A,SER_235338AAA601226.PDF,POSITION MM,N/A,A,0.000,0.050,0.039,0.039,-90.000,0.000
N/A,SER_235338AAA601226.PDF,Pagina 3,N/A,D,11.500,0.100,0.100,11.534,0.034,0.000
N/A,SER_235338AAA601226.PDF,Pagina 3,N/A,M,9.050,0.050,0.050,9.038,-0.012,0.000
N/A,SER_235338AAA601226.PDF,Pagina 3,N/A,M,9.050,0.050,0.050,9.075,0.025,0.000
N/A,SER_235338AAA601226.PDF,Pagina 3,N/A,M,0.000,0.200,0.200,0.033,0.033,0.000
N/A,SER_235338AAA601226.PDF,Pagina 3,N/A,M,0.000,0.200,0.200,0.015,0.015,0.000
N/A,SER_235338AAA601226.PDF,Pagina 3,N/A,M,0.000,0.200,0.200,0.014,0.014,0.000
N/A,SER_235338AAA601226.PDF,Pagina 4,N/A,M,0.000,0.200,0.200,0.023,0.023,0.000
N/A,SER_235338AAA601226.PDF,Pagina 4,N/A,M,0.000,0.100,0.100,0.043,0.043,0.000
N/A,SER_235338AAA601226.PDF,Pagina 4,N/A,M,0.000,0.100,0.100,0.050,0.050,0.000
N/A,SER_235338AAA601226.PDF,Pagina 4,N/A,M,0.000,0.100,0.100,0.048,0.048,0.000
N/A,SER_235338AAA601226.PDF,Pagina 4,N/A,D,14.000,0.100,0.100,14.010,0.010,0.000
N/A,SER_235338AAA601226.PDF,Pagina 4,N/A,D,7.000,0.100,0.100,7.040,0.040,0.000
N/A,SER_235338AAA601226.PDF,Pagina 4,N/A,D,7.000,0.100,0.100,7.030,0.030,0.000
N/A,SER_235338AAA601226.PDF,Pagina 4,N/A,D,7.000,0.100,0.100,7.031,0.031,0.000
N/A,SER_235338AAA601226.PDF,Pagina 5,N/A,Z,-9.050,0.050,0.050,-9.039,0.011,0.000
N/A,SER_235338AAA601226.PDF,Pagina 5,N/A,D,5.960,0.100,0.100,6.023,0.063,0.000
N/A,SER_235338AAA601226.PDF,Pagina 5,N/A,D,5.960,0.100,0.100,6.017,0.057,0.000
N/A,SER_235338AAA601226.PDF,Pagina 5,N/A,R,0.500,0.100,0.100,0.509,0.009,0.000
N/A,SER_235338AAA601226.PDF,Pagina 5,N/A,M,81.400,0.050,0.050,81.389,-0.011,0.000
N/A,SER_235338AAA601226.PDF,Pagina 6,N/A,M,115.550,0.300,0.300,115.590,0.040,0.000
N/A,SER_235338AAA601226.PDF,Pagina 6,N/A,R,0.500,0.100,0.100,0.525,0.025,0.000
N/A,SER_235338AAA601226.PDF,Pagina 6,N/A,M,4.800,0.300,0.300,4.894,0.094,0.000
N/A,SER_235338AAA601226.PDF,Pagina 6,N/A,M,0.000,0.200,0.200,0.009,0.009,0.000
N/A,SER_235338AAA601226.PDF,Pagina 6,N/A,M,0.000,0.200,0.200,0.019,0.019,0.000
N/A,SER_235338AAA601226.PDF,Pagina 6,N/A,M,0.000,0.200,0.200,0.020,0.020,0.000
N/A,SER_235338AAA601226.PDF,Pagina 6,N/A,M,0.000,0.200,0.200,0.021,0.021,0.000
N/A,SER_235338AAA601226.PDF,Pagina 6,N/A,M,1.100,0.100,0.100,1.163,0.063,0.000
N/A,SER_235338AAA601226.PDF,Pagina 6,N/A,M,1.100,0.100,0.100,1.151,0.051,0.000
N/A,SER_235338AAA601226.PDF,Pagina 7,N/A,R,0.500,0.100,0.100,0.551,0.051,0.000
N/A,SER_235338AAA601226.PDF,Pagina 7,N/A,R,0.500,0.100,0.100,0.525,0.025,0.000
N/A,SER_235338AAA601226.PDF,Pagina 7,N/A,M,0.000,0.200,0.200,0.030,0.030,0.000
N/A,SER_235338AAA601226.PDF,Pagina 7,N/A,M,0.000,0.200,0.200,0.029,0.029,0.000
N/A,SER_235338AAA601226.PDF,Pagina 7,N/A,M,0.000,0.100,0.100,0.003,0.003,0.000
N/A,SER_235338AAA601226.PDF,Pagina 7,N/A,M,0.000,0.100,0.100,0.011,0.011,0.000
N/A,SER_235338AAA601226.PDF,Pagina 7,N/A,R,1.500,0.050,0.050,1.502,0.002,0.000
N/A,SER_235338AAA601226.PDF,Pagina 7,N/A,R,1.500,0.050,0.050,1.502,0.002,0.000
N/A,SER_235338AAA601226.PDF,Pagina 7,N/A,M,0.000,0.100,0.100,0.024,0.024,0.000
N/A,SER_235338AAA601226.PDF,Pagina 7,N/A,M,0.000,0.100,0.100,0.036,0.036,0.000
N/A,SER_235338AAA601226.PDF,Pagina 8,N/A,M,17.600,0.100,0.100,17.626,0.026,0.000
N/A,SER_235338AAA601226.PDF,Pagina 8,N/A,M,17.600,0.100,0.100,17.621,0.021,0.000
N/A,SER_235338AAA601226.PDF,Pagina 8,N/A,M,0.000,0.100,0.100,0.013,0.013,0.000
N/A,SER_235338AAA601226.PDF,Pagina 8,N/A,M,0.000,0.100,0.100,0.011,0.011,0.000
N/A,SER_235338AAA601226.PDF,Pagina 8,N/A,M,0.000,0.100,0.100,0.018,0.018,0.000
N/A,SER_235338AAA601226.PDF,Pagina 8,N/A,M,0.000,0.100,0.100,0.026,0.026,0.000
N/A,SER_235338AAA601226.PDF,Pagina 9,N/A,M,11.050,0.050,0.050,11.022,-0.028,0.000
N/A,SER_235338AAA601226.PDF,Pagina 9,N/A,M,11.050,0.050,0.050,11.016,-0.034,0.000
N/A,SER_235338AAA601226.PDF,Pagina 9,N/A,M,8.000,0.100,0.100,8.040,0.040,0.000
N/A,SER_235338AAA601226.PDF,Pagina 9,N/A,M,8.000,0.100,0.100,8.012,0.012,0.000
N/A,SER_235338AAA601226.PDF,Pagina 9,N/A,M,0.000,0.200,0.000,0.013,0.013,0.000
N/A,SER_235338AAA601226.PDF,Pagina 9,N/A,M,0.000,0.200,0.000,0.018,0.018,0.000
N/A,SER_235338AAA601226.PDF,Pagina 9,N/A,M,0.000,0.200,0.000,0.017,0.017,0.000
N/A,SER_235338AAA601226.PDF,Pagina 9,N/A,M,0.000,0.200,0.000,0.006,0.006,0.000
N/A,SER_235338AAA601226.PDF,Pagina 9,N/A,M,0.000,0.200,0.000,0.014,0.014,0.000
